periode,mois,store_id,store_city,product_id,product_name,categorie,chiffre_affaires,marge_brute,taux_marge_pct,nb_transactions,panier_moyen,taux_rupture,taux_surstock,taux_promotion,ca_sous_promo,nb_retours
2025-08,8,S04,Lille,P004,Shampoing,Droguerie,67317.93,18377.79,27.3,694,97.0,0.128,0.044,0.07,4712.26,19
2025-08,8,S04,Lille,P005,Lessive,Droguerie,80896.25,32843.88,40.6,239,338.48,0.087,0.041,0.2,16179.25,11
2025-08,8,S04,Lille,P006,T-shirt homme,Textile,64597.64,8333.1,12.9,1351,47.81,0.219,0.016,0.28,18087.34,44
2025-08,8,S04,Lille,P007,Jeans,Textile,50567.71,13198.17,26.1,302,167.44,0.164,0.116,0.37,18710.05,4
2025-08,8,S04,Lille,P008,Smartphone,Électronique,28061.43,7436.28,26.5,936,29.98,0.077,0.061,0.03,841.84,41
2025-08,8,S04,Lille,P009,TV 4K,Électronique,53483.04,10268.74,19.2,1230,43.48,0.224,0.161,0.15,8022.46,34
2025-08,8,S04,Lille,P010,Casque audio,Électronique,89234.7,23290.26,26.1,347,257.16,0.136,0.013,0.1,8923.47,36
2025-08,8,S05,Toulouse,P001,Lait demi-écrémé,Alimentaire,89686.08,38834.07,43.3,1032,86.91,0.049,0.129,0.29,26008.96,26
2025-08,8,S05,Toulouse,P002,Riz 1kg,Alimentaire,88857.17,19193.15,21.6,278,319.63,0.25,0.115,0.36,31988.58,11
2025-08,8,S05,Toulouse,P003,Pâtes 500g,Alimentaire,141133.87,11996.38,8.5,1036,136.23,0.131,0.043,0.1,14113.39,33
2025-08,8,S05,Toulouse,P004,Shampoing,Droguerie,55232.34,5412.77,9.8,974,56.71,0.131,0.151,0.16,8837.17,18
2025-08,8,S05,Toulouse,P005,Lessive,Droguerie,22965.89,3490.82,15.2,1182,19.43,0.048,0.116,0.0,0.0,38
2025-08,8,S05,Toulouse,P006,T-shirt homme,Textile,17863.13,6216.37,34.8,118,151.38,0.045,0.002,0.25,4465.78,8
2025-08,8,S05,Toulouse,P007,Jeans,Textile,55331.02,9074.29,16.4,123,449.85,0.159,0.034,0.13,7193.03,29
2025-08,8,S05,Toulouse,P008,Smartphone,Électronique,108840.91,40379.98,37.1,96,1133.76,0.058,0.19,0.17,18502.95,21
2025-08,8,S05,Toulouse,P009,TV 4K,Électronique,19635.94,4555.54,23.2,792,24.79,0.118,0.069,0.38,7461.66,18
2025-08,8,S05,Toulouse,P010,Casque audio,Électronique,29910.61,5084.8,17.0,898,33.31,0.1,0.012,0.19,5683.02,20
2025-08,8,S06,Nice,P001,Lait demi-écrémé,Alimentaire,37100.47,6752.29,18.2,585,63.42,0.079,0.096,0.0,0.0,16
2025-08,8,S06,Nice,P002,Riz 1kg,Alimentaire,87128.4,12110.85,13.9,1079,80.75,0.021,0.009,0.32,27881.09,30
2025-08,8,S06,Nice,P003,Pâtes 500g,Alimentaire,85339.36,23553.66,27.6,1175,72.63,0.246,0.137,0.02,1706.79,4
2025-08,8,S06,Nice,P004,Shampoing,Droguerie,99709.28,27120.92,27.2,1152,86.55,0.091,0.092,0.39,38886.62,27
2025-08,8,S06,Nice,P005,Lessive,Droguerie,126573.3,24175.5,19.1,145,872.92,0.167,0.104,0.29,36706.26,7
2025-08,8,S06,Nice,P006,T-shirt homme,Textile,100427.93,20085.59,20.0,101,994.34,0.061,0.182,0.14,14059.91,13
2025-08,8,S06,Nice,P007,Jeans,Textile,28842.71,11537.08,40.0,1253,23.02,0.028,0.071,0.32,9229.67,12
2025-08,8,S06,Nice,P008,Smartphone,Électronique,124066.19,11290.02,9.1,295,420.56,0.073,0.139,0.38,47145.15,22
2025-08,8,S06,Nice,P009,TV 4K,Électronique,106877.74,11863.43,11.1,1243,85.98,0.21,0.18,0.38,40613.54,36
2025-08,8,S06,Nice,P010,Casque audio,Électronique,41958.07,15944.07,38.0,189,222.0,0.033,0.176,0.13,5454.55,15
2025-08,8,S07,Bordeaux,P001,Lait demi-écrémé,Alimentaire,75833.78,17593.44,23.2,797,95.15,0.026,0.134,0.07,5308.36,8
2025-08,8,S07,Bordeaux,P002,Riz 1kg,Alimentaire,28936.42,9433.27,32.6,1445,20.03,0.05,0.161,0.31,8970.29,33
2025-08,8,S07,Bordeaux,P003,Pâtes 500g,Alimentaire,100709.24,21350.36,21.2,1386,72.66,0.117,0.062,0.12,12085.11,13
2025-08,8,S07,Bordeaux,P004,Shampoing,Droguerie,61029.28,9581.6,15.7,688,88.71,0.227,0.036,0.28,17088.2,14
2025-08,8,S07,Bordeaux,P005,Lessive,Droguerie,22522.91,8941.6,39.7,1079,20.87,0.239,0.091,0.36,8108.25,7
2025-08,8,S07,Bordeaux,P006,T-shirt homme,Textile,75485.67,24381.87,32.3,287,263.02,0.185,0.141,0.33,24910.27,23
2025-08,8,S07,Bordeaux,P007,Jeans,Textile,72009.0,31683.96,44.0,456,157.91,0.074,0.103,0.33,23762.97,47
2025-08,8,S07,Bordeaux,P008,Smartphone,Électronique,127569.89,33550.88,26.3,340,375.21,0.114,0.103,0.15,19135.48,37
2025-08,8,S07,Bordeaux,P009,TV 4K,Électronique,69773.18,18978.3,27.2,390,178.91,0.196,0.045,0.01,697.73,30
2025-08,8,S07,Bordeaux,P010,Casque audio,Électronique,134040.71,15548.72,11.6,555,241.51,0.226,0.015,0.07,9382.85,3
2025-08,8,S08,Nantes,P001,Lait demi-écrémé,Alimentaire,111776.84,32079.95,28.7,1356,82.43,0.139,0.144,0.18,20119.83,49
2025-08,8,S08,Nantes,P002,Riz 1kg,Alimentaire,115250.07,11755.51,10.2,650,177.31,0.164,0.047,0.16,18440.01,12
2025-08,8,S08,Nantes,P003,Pâtes 500g,Alimentaire,140635.87,59770.24,42.5,1287,109.27,0.199,0.091,0.0,0.0,15
2025-08,8,S08,Nantes,P004,Shampoing,Droguerie,61200.83,16034.62,26.2,899,68.08,0.158,0.166,0.32,19584.27,27
2025-08,8,S08,Nantes,P005,Lessive,Droguerie,87306.13,20778.86,23.8,951,91.8,0.031,0.088,0.3,26191.84,1
2025-08,8,S08,Nantes,P006,T-shirt homme,Textile,16165.29,4025.16,24.9,1494,10.82,0.067,0.04,0.21,3394.71,8
2025-08,8,S08,Nantes,P007,Jeans,Textile,23601.38,2690.56,11.4,345,68.41,0.118,0.062,0.2,4720.28,9
2025-08,8,S08,Nantes,P008,Smartphone,Électronique,37358.53,8555.1,22.9,750,49.81,0.067,0.006,0.38,14196.24,36
2025-08,8,S08,Nantes,P009,TV 4K,Électronique,9807.71,2785.39,28.4,355,27.63,0.128,0.193,0.38,3726.93,40
2025-08,8,S08,Nantes,P010,Casque audio,Électronique,8463.2,863.25,10.2,1166,7.26,0.046,0.178,0.03,253.9,43
2025-09,9,S01,Paris,P001,Lait demi-écrémé,Alimentaire,104543.21,40980.94,39.2,926,112.9,0.071,0.125,0.32,33453.83,38
2025-09,9,S01,Paris,P002,Riz 1kg,Alimentaire,53822.37,20775.43,38.6,843,63.85,0.082,0.049,0.28,15070.26,25
2025-09,9,S01,Paris,P003,Pâtes 500g,Alimentaire,51063.47,20833.9,40.8,168,303.95,0.081,0.156,0.33,16850.95,43
2025-09,9,S01,Paris,P004,Shampoing,Droguerie,116189.06,9643.69,8.3,1217,95.47,0.178,0.063,0.14,16266.47,16
2025-09,9,S01,Paris,P005,Lessive,Droguerie,78766.01,13153.92,16.7,485,162.4,0.136,0.013,0.07,5513.62,21
2025-09,9,S01,Paris,P006,T-shirt homme,Textile,149957.48,13946.05,9.3,1469,102.08,0.165,0.185,0.04,5998.3,3
2025-09,9,S01,Paris,P007,Jeans,Textile,146216.54,43280.1,29.6,697,209.78,0.078,0.183,0.07,10235.16,44
2025-09,9,S01,Paris,P008,Smartphone,Électronique,72121.99,8077.66,11.2,1479,48.76,0.185,0.179,0.33,23800.26,0
2025-09,9,S01,Paris,P009,TV 4K,Électronique,26874.89,10776.83,40.1,467,57.55,0.039,0.097,0.11,2956.24,47
2025-09,9,S01,Paris,P010,Casque audio,Électronique,79328.62,14120.49,17.8,694,114.31,0.223,0.044,0.29,23005.3,50
2025-09,9,S02,Lyon,P001,Lait demi-écrémé,Alimentaire,39463.52,4775.09,12.1,627,62.94,0.21,0.194,0.22,8681.97,14
2025-09,9,S02,Lyon,P002,Riz 1kg,Alimentaire,90337.44,20506.6,22.7,778,116.11,0.127,0.016,0.24,21680.99,17
2025-09,9,S02,Lyon,P003,Pâtes 500g,Alimentaire,92988.58,15715.07,16.9,1027,90.54,0.116,0.183,0.05,4649.43,49
2025-09,9,S02,Lyon,P004,Shampoing,Droguerie,141658.29,34564.62,24.4,795,178.19,0.004,0.047,0.15,21248.74,45
2025-09,9,S02,Lyon,P005,Lessive,Droguerie,57839.64,19029.24,32.9,822,70.36,0.215,0.108,0.09,5205.57,19
2025-09,9,S02,Lyon,P006,T-shirt homme,Textile,24988.06,5172.53,20.7,928,26.93,0.118,0.121,0.06,1499.28,11
2025-09,9,S02,Lyon,P007,Jeans,Textile,52090.43,18908.83,36.3,1053,49.47,0.104,0.026,0.2,10418.09,17
2025-09,9,S02,Lyon,P008,Smartphone,Électronique,77403.06,29490.57,38.1,691,112.02,0.138,0.179,0.38,29413.16,23
2025-09,9,S02,Lyon,P009,TV 4K,Électronique,34848.62,13451.57,38.6,345,101.01,0.192,0.034,0.02,696.97,3
2025-09,9,S02,Lyon,P010,Casque audio,Électronique,91776.2,39922.65,43.5,876,104.77,0.178,0.12,0.25,22944.05,42
2025-09,9,S03,Marseille,P001,Lait demi-écrémé,Alimentaire,91458.67,12621.3,13.8,1018,89.84,0.001,0.19,0.29,26523.01,29
2025-09,9,S03,Marseille,P002,Riz 1kg,Alimentaire,11272.4,3088.64,27.4,1480,7.62,0.085,0.063,0.28,3156.27,10
2025-09,9,S03,Marseille,P003,Pâtes 500g,Alimentaire,23012.14,5753.03,25.0,323,71.25,0.175,0.072,0.39,8974.73,22
2025-09,9,S03,Marseille,P004,Shampoing,Droguerie,88971.57,20997.29,23.6,1285,69.24,0.245,0.038,0.29,25801.76,26
2025-09,9,S03,Marseille,P005,Lessive,Droguerie,69902.33,7060.14,10.1,1067,65.51,0.207,0.098,0.24,16776.56,40
2025-09,9,S03,Marseille,P006,T-shirt homme,Textile,86473.12,28276.71,32.7,338,255.84,0.191,0.17,0.32,27671.4,5
2025-09,9,S03,Marseille,P007,Jeans,Textile,16470.23,1992.9,12.1,508,32.42,0.197,0.162,0.34,5599.88,43
2025-09,9,S03,Marseille,P008,Smartphone,Électronique,77308.3,24738.66,32.0,881,87.75,0.091,0.028,0.08,6184.66,31
2025-09,9,S03,Marseille,P009,TV 4K,Électronique,21558.37,9076.07,42.1,548,39.34,0.062,0.054,0.34,7329.85,34
2025-09,9,S03,Marseille,P010,Casque audio,Électronique,84819.11,12383.59,14.6,941,90.14,0.022,0.167,0.07,5937.34,29
2025-09,9,S04,Lille,P001,Lait demi-écrémé,Alimentaire,43070.52,8226.47,19.1,316,136.3,0.033,0.131,0.19,8183.4,41
2025-09,9,S04,Lille,P002,Riz 1kg,Alimentaire,39501.23,11534.36,29.2,1178,33.53,0.028,0.036,0.09,3555.11,47
2025-09,9,S04,Lille,P003,Pâtes 500g,Alimentaire,123874.86,24898.85,20.1,1472,84.15,0.145,0.107,0.28,34684.96,40
2025-09,9,S04,Lille,P004,Shampoing,Droguerie,120134.12,49615.39,41.3,952,126.19,0.164,0.128,0.0,0.0,16
2025-09,9,S04,Lille,P005,Lessive,Droguerie,79772.57,24011.54,30.1,1049,76.05,0.152,0.105,0.22,17549.97,30
2025-09,9,S04,Lille,P006,T-shirt homme,Textile,23523.15,10067.91,42.8,916,25.68,0.2,0.021,0.36,8468.33,30
2025-09,9,S04,Lille,P007,Jeans,Textile,111484.32,11928.82,10.7,1469,75.89,0.1,0.18,0.2,22296.86,22
2025-09,9,S04,Lille,P008,Smartphone,Électronique,40479.75,14937.03,36.9,1086,37.27,0.231,0.024,0.12,4857.57,50
2025-09,9,S04,Lille,P009,TV 4K,Électronique,75325.73,10696.25,14.2,545,138.21,0.111,0.052,0.25,18831.43,47
2025-09,9,S04,Lille,P010,Casque audio,Électronique,91962.15,21151.29,23.0,30,3065.4,0.029,0.16,0.07,6437.35,28
2025-09,9,S05,Toulouse,P001,Lait demi-écrémé,Alimentaire,65033.0,24712.54,38.0,60,1083.88,0.161,0.181,0.24,15607.92,3
2025-09,9,S05,Toulouse,P002,Riz 1kg,Alimentaire,17588.12,6472.43,36.8,492,35.75,0.157,0.072,0.29,5100.55,18
2025-09,9,S05,Toulouse,P003,Pâtes 500g,Alimentaire,54429.77,8110.04,14.9,554,98.25,0.021,0.02,0.26,14151.74,46
2025-09,9,S05,Toulouse,P004,Shampoing,Droguerie,73557.33,28098.9,38.2,1033,71.21,0.215,0.058,0.33,24273.92,24
2025-09,9,S05,Toulouse,P005,Lessive,Droguerie,48513.61,18386.66,37.9,1125,43.12,0.036,0.177,0.16,7762.18,25
2025-09,9,S05,Toulouse,P006,T-shirt homme,Textile,120902.81,25026.88,20.7,1043,115.92,0.205,0.088,0.08,9672.22,32
2025-09,9,S05,Toulouse,P007,Jeans,Textile,147287.62,28426.51,19.3,83,1774.55,0.18,0.033,0.06,8837.26,0
2025-09,9,S05,Toulouse,P008,Smartphone,Électronique,88716.16,8339.32,9.4,999,88.8,0.244,0.018,0.12,10645.94,19
2025-09,9,S05,Toulouse,P009,TV 4K,Électronique,32243.16,10930.43,33.9,1099,29.34,0.155,0.065,0.13,4191.61,48
2025-09,9,S05,Toulouse,P010,Casque audio,Électronique,19971.54,1697.58,8.5,1180,16.93,0.13,0.111,0.23,4593.45,13
2025-09,9,S06,Nice,P001,Lait demi-écrémé,Alimentaire,104126.29,45607.32,43.8,714,145.84,0.183,0.136,0.37,38526.73,8
2025-09,9,S06,Nice,P002,Riz 1kg,Alimentaire,121594.36,21157.42,17.4,113,1076.06,0.046,0.054,0.07,8511.61,43
2025-09,9,S06,Nice,P003,Pâtes 500g,Alimentaire,72710.61,26975.64,37.1,444,163.76,0.014,0.066,0.22,15996.33,50
2025-09,9,S06,Nice,P004,Shampoing,Droguerie,105303.43,34855.44,33.1,1219,86.39,0.205,0.145,0.2,21060.69,28
2025-09,9,S06,Nice,P005,Lessive,Droguerie,89283.03,35177.51,39.4,399,223.77,0.004,0.121,0.26,23213.59,8
2025-09,9,S06,Nice,P006,T-shirt homme,Textile,127788.77,10606.47,8.3,1069,119.54,0.151,0.114,0.32,40892.41,10
2025-09,9,S06,Nice,P007,Jeans,Textile,130185.74,27989.93,21.5,244,533.55,0.118,0.056,0.11,14320.43,23
2025-09,9,S06,Nice,P008,Smartphone,Électronique,147688.97,54940.3,37.2,640,230.76,0.042,0.038,0.17,25107.12,21
2025-09,9,S06,Nice,P009,TV 4K,Électronique,81644.81,35515.49,43.5,1240,65.84,0.165,0.019,0.13,10613.83,14
2025-09,9,S06,Nice,P010,Casque audio,Électronique,108846.63,13061.6,12.0,524,207.72,0.123,0.088,0.12,13061.6,16
2025-09,9,S07,Bordeaux,P001,Lait demi-écrémé,Alimentaire,53409.11,16396.6,30.7,541,98.72,0.021,0.176,0.29,15488.64,34
2025-09,9,S07,Bordeaux,P002,Riz 1kg,Alimentaire,52291.22,23269.59,44.5,435,120.21,0.106,0.054,0.08,4183.3,7
2025-09,9,S07,Bordeaux,P003,Pâtes 500g,Alimentaire,40888.05,8913.59,21.8,1211,33.76,0.19,0.188,0.28,11448.65,45
2025-09,9,S07,Bordeaux,P004,Shampoing,Droguerie,103150.39,37546.74,36.4,156,661.22,0.157,0.099,0.21,21661.58,12
2025-09,9,S07,Bordeaux,P005,Lessive,Droguerie,90483.24,35378.95,39.1,690,131.14,0.069,0.086,0.04,3619.33,1
2025-09,9,S07,Bordeaux,P006,T-shirt homme,Textile,93759.58,39285.26,41.9,545,172.04,0.187,0.127,0.4,37503.83,44
2025-09,9,S07,Bordeaux,P007,Jeans,Textile,38770.71,11088.42,28.6,922,42.05,0.013,0.039,0.02,775.41,27
2025-09,9,S07,Bordeaux,P008,Smartphone,Électronique,49352.59,10758.86,21.8,171,288.61,0.036,0.023,0.38,18753.98,33
2025-09,9,S07,Bordeaux,P009,TV 4K,Électronique,41514.8,10793.85,26.0,1196,34.71,0.101,0.05,0.01,415.15,36
2025-09,9,S07,Bordeaux,P010,Casque audio,Électronique,137405.76,33801.82,24.6,479,286.86,0.223,0.035,0.08,10992.46,7
2025-09,9,S08,Nantes,P001,Lait demi-écrémé,Alimentaire,136990.3,11096.21,8.1,438,312.76,0.106,0.149,0.02,2739.81,11
2025-09,9,S08,Nantes,P002,Riz 1kg,Alimentaire,54842.91,20895.15,38.1,1500,36.56,0.229,0.173,0.38,20840.31,50
2025-09,9,S08,Nantes,P003,Pâtes 500g,Alimentaire,82903.22,34487.74,41.6,459,180.62,0.168,0.011,0.3,24870.97,40
2025-09,9,S08,Nantes,P004,Shampoing,Droguerie,35493.16,6601.73,18.6,250,141.97,0.109,0.085,0.2,7098.63,39
2025-09,9,S08,Nantes,P005,Lessive,Droguerie,125800.59,20631.3,16.4,1195,105.27,0.227,0.081,0.21,26418.12,38
2025-09,9,S08,Nantes,P006,T-shirt homme,Textile,68192.59,15820.68,23.2,1469,46.42,0.071,0.046,0.07,4773.48,17
2025-09,9,S08,Nantes,P007,Jeans,Textile,73832.68,16169.36,21.9,958,77.07,0.004,0.005,0.25,18458.17,43
2025-09,9,S08,Nantes,P008,Smartphone,Électronique,71026.4,10156.78,14.3,1310,54.22,0.071,0.061,0.03,2130.79,34
2025-09,9,S08,Nantes,P009,TV 4K,Électronique,107999.72,37907.9,35.1,64,1687.5,0.194,0.029,0.2,21599.94,34
2025-09,9,S08,Nantes,P010,Casque audio,Électronique,118000.29,17700.04,15.0,1326,88.99,0.054,0.197,0.1,11800.03,0
2025-10,10,S01,Paris,P001,Lait demi-écrémé,Alimentaire,143438.45,58953.2,41.1,1423,100.8,0.192,0.086,0.06,8606.31,12
2025-10,10,S01,Paris,P002,Riz 1kg,Alimentaire,100846.89,37212.5,36.9,551,183.03,0.229,0.106,0.17,17143.97,24
2025-10,10,S01,Paris,P003,Pâtes 500g,Alimentaire,116310.84,25588.38,22.0,531,219.04,0.02,0.114,0.22,25588.38,19
2025-10,10,S01,Paris,P004,Shampoing,Droguerie,146569.56,41332.62,28.2,1348,108.73,0.199,0.104,0.38,55696.43,43
2025-10,10,S01,Paris,P005,Lessive,Droguerie,97007.83,33079.67,34.1,162,598.81,0.194,0.039,0.34,32982.66,36
2025-10,10,S01,Paris,P006,T-shirt homme,Textile,40731.3,8797.96,21.6,1382,29.47,0.224,0.172,0.01,407.31,8
2025-10,10,S01,Paris,P007,Jeans,Textile,41710.93,4796.76,11.5,1188,35.11,0.032,0.062,0.39,16267.26,10
2025-10,10,S01,Paris,P008,Smartphone,Électronique,55602.32,18070.75,32.5,901,61.71,0.192,0.017,0.12,6672.28,0
2025-10,10,S01,Paris,P009,TV 4K,Électronique,13028.5,2332.1,17.9,1463,8.91,0.147,0.184,0.02,260.57,45
2025-10,10,S01,Paris,P010,Casque audio,Électronique,33618.67,11195.02,33.3,1072,31.36,0.234,0.097,0.36,12102.72,12
2025-10,10,S02,Lyon,P001,Lait demi-écrémé,Alimentaire,24979.97,2572.94,10.3,1378,18.13,0.107,0.167,0.18,4496.39,5
2025-10,10,S02,Lyon,P002,Riz 1kg,Alimentaire,46817.09,18867.29,40.3,156,300.11,0.172,0.125,0.38,17790.49,48
2025-10,10,S02,Lyon,P003,Pâtes 500g,Alimentaire,14910.96,4011.05,26.9,1436,10.38,0.192,0.16,0.1,1491.1,9
2025-10,10,S02,Lyon,P004,Shampoing,Droguerie,19202.21,8122.53,42.3,738,26.02,0.183,0.171,0.07,1344.15,32
2025-10,10,S02,Lyon,P005,Lessive,Droguerie,46073.71,7556.09,16.4,409,112.65,0.134,0.039,0.34,15665.06,9
2025-10,10,S02,Lyon,P006,T-shirt homme,Textile,136314.14,59296.65,43.5,1401,97.3,0.242,0.196,0.14,19083.98,3
2025-10,10,S02,Lyon,P007,Jeans,Textile,66875.07,13575.64,20.3,1018,65.69,0.183,0.002,0.33,22068.77,41
2025-10,10,S02,Lyon,P008,Smartphone,Électronique,132054.3,23769.77,18.0,291,453.79,0.04,0.075,0.22,29051.95,33
2025-10,10,S02,Lyon,P009,TV 4K,Électronique,66385.76,16397.28,24.7,323,205.53,0.092,0.187,0.17,11285.58,32
2025-10,10,S02,Lyon,P010,Casque audio,Électronique,115859.24,25720.75,22.2,878,131.96,0.116,0.012,0.21,24330.44,44
2025-10,10,S03,Marseille,P001,Lait demi-écrémé,Alimentaire,58548.68,6967.29,11.9,807,72.55,0.025,0.053,0.34,19906.55,8
2025-10,10,S03,Marseille,P002,Riz 1kg,Alimentaire,26034.61,4582.09,17.6,191,136.31,0.222,0.091,0.04,1041.38,36
2025-10,10,S03,Marseille,P003,Pâtes 500g,Alimentaire,54336.52,12551.74,23.1,83,654.66,0.099,0.038,0.16,8693.84,28
2025-10,10,S03,Marseille,P004,Shampoing,Droguerie,129780.42,47369.85,36.5,612,212.06,0.155,0.146,0.1,12978.04,47
2025-10,10,S03,Marseille,P005,Lessive,Droguerie,50488.62,21912.06,43.4,701,72.02,0.129,0.027,0.34,17166.13,16
2025-10,10,S03,Marseille,P006,T-shirt homme,Textile,24443.43,8017.45,32.8,1181,20.7,0.121,0.184,0.3,7333.03,41
2025-10,10,S03,Marseille,P007,Jeans,Textile,47677.15,11394.84,23.9,112,425.69,0.168,0.2,0.01,476.77,35
2025-10,10,S03,Marseille,P008,Smartphone,Électronique,41712.21,7675.05,18.4,1087,38.37,0.108,0.188,0.28,11679.42,14
2025-10,10,S03,Marseille,P009,TV 4K,Électronique,56040.78,13561.87,24.2,883,63.47,0.106,0.015,0.11,6164.49,3
2025-10,10,S03,Marseille,P010,Casque audio,Électronique,48214.36,12632.16,26.2,399,120.84,0.078,0.032,0.14,6750.01,12
2025-10,10,S04,Lille,P001,Lait demi-écrémé,Alimentaire,148931.07,33509.49,22.5,1115,133.57,0.227,0.195,0.05,7446.55,28
2025-10,10,S04,Lille,P002,Riz 1kg,Alimentaire,115531.94,14441.49,12.5,101,1143.88,0.226,0.01,0.29,33504.26,3
2025-10,10,S04,Lille,P003,Pâtes 500g,Alimentaire,146231.77,39336.35,26.9,274,533.69,0.138,0.086,0.05,7311.59,33
2025-10,10,S04,Lille,P004,Shampoing,Droguerie,93961.59,23490.4,25.0,1039,90.43,0.025,0.049,0.09,8456.54,34
2025-10,10,S04,Lille,P005,Lessive,Droguerie,112067.4,37654.65,33.6,1450,77.29,0.063,0.009,0.31,34740.89,50
2025-10,10,S04,Lille,P006,T-shirt homme,Textile,21540.56,9499.39,44.1,732,29.43,0.039,0.001,0.01,215.41,49
2025-10,10,S04,Lille,P007,Jeans,Textile,40629.61,4550.52,11.2,1140,35.64,0.062,0.106,0.38,15439.25,41
2025-10,10,S04,Lille,P008,Smartphone,Électronique,83796.44,13910.21,16.6,985,85.07,0.118,0.114,0.27,22625.04,41
2025-10,10,S04,Lille,P009,TV 4K,Électronique,127568.22,54599.2,42.8,170,750.4,0.241,0.125,0.36,45924.56,16
2025-10,10,S04,Lille,P010,Casque audio,Électronique,28218.25,3611.94,12.8,679,41.56,0.216,0.191,0.1,2821.83,34
2025-10,10,S05,Toulouse,P001,Lait demi-écrémé,Alimentaire,52180.0,20611.1,39.5,159,328.18,0.027,0.176,0.3,15654.0,48
2025-10,10,S05,Toulouse,P002,Riz 1kg,Alimentaire,17959.41,2909.42,16.2,952,18.86,0.051,0.191,0.2,3591.88,16
2025-10,10,S05,Toulouse,P003,Pâtes 500g,Alimentaire,141342.32,33780.81,23.9,382,370.01,0.191,0.079,0.37,52296.66,20
2025-10,10,S05,Toulouse,P004,Shampoing,Droguerie,85441.17,34945.44,40.9,776,110.1,0.066,0.095,0.27,23069.12,20
2025-10,10,S05,Toulouse,P005,Lessive,Droguerie,99938.52,40874.85,40.9,946,105.64,0.223,0.108,0.25,24984.63,46
2025-10,10,S05,Toulouse,P006,T-shirt homme,Textile,87687.63,21132.72,24.1,925,94.8,0.04,0.047,0.17,14906.9,19
2025-10,10,S05,Toulouse,P007,Jeans,Textile,26614.97,11657.36,43.8,348,76.48,0.166,0.052,0.38,10113.69,17
2025-10,10,S05,Toulouse,P008,Smartphone,Électronique,47311.07,18924.43,40.0,454,104.21,0.18,0.195,0.37,17505.1,47
2025-10,10,S05,Toulouse,P009,TV 4K,Électronique,143111.55,50804.6,35.5,1018,140.58,0.174,0.197,0.19,27191.19,14
2025-10,10,S05,Toulouse,P010,Casque audio,Électronique,62499.7,27187.37,43.5,320,195.31,0.214,0.15,0.4,24999.88,31
2025-10,10,S06,Nice,P001,Lait demi-écrémé,Alimentaire,34959.12,7131.66,20.4,1449,24.13,0.184,0.012,0.24,8390.19,9
2025-10,10,S06,Nice,P002,Riz 1kg,Alimentaire,44712.36,17840.23,39.9,1314,34.03,0.102,0.169,0.31,13860.83,44
2025-10,10,S06,Nice,P003,Pâtes 500g,Alimentaire,70900.43,23113.54,32.6,568,124.82,0.009,0.156,0.19,13471.08,16
2025-10,10,S06,Nice,P004,Shampoing,Droguerie,113604.23,44873.67,39.5,1359,83.59,0.211,0.181,0.11,12496.47,35
2025-10,10,S06,Nice,P005,Lessive,Droguerie,95550.79,12612.7,13.2,1272,75.12,0.2,0.131,0.23,21976.68,7
2025-10,10,S06,Nice,P006,T-shirt homme,Textile,80504.16,35341.33,43.9,608,132.41,0.166,0.088,0.08,6440.33,28
2025-10,10,S06,Nice,P007,Jeans,Textile,9346.5,2233.81,23.9,821,11.38,0.198,0.039,0.19,1775.84,27
2025-10,10,S06,Nice,P008,Smartphone,Électronique,132297.85,43922.89,33.2,962,137.52,0.143,0.104,0.23,30428.51,46
2025-10,10,S06,Nice,P009,TV 4K,Électronique,112884.35,14336.31,12.7,134,842.42,0.129,0.048,0.21,23705.71,20
2025-10,10,S06,Nice,P010,Casque audio,Électronique,117210.77,48642.47,41.5,102,1149.13,0.055,0.124,0.01,1172.11,17
2025-10,10,S07,Bordeaux,P001,Lait demi-écrémé,Alimentaire,33889.59,7455.71,22.0,45,753.1,0.206,0.089,0.11,3727.85,16
2025-10,10,S07,Bordeaux,P002,Riz 1kg,Alimentaire,128903.0,17144.1,13.3,1377,93.61,0.217,0.051,0.32,41248.96,27
2025-10,10,S07,Bordeaux,P003,Pâtes 500g,Alimentaire,126900.66,30583.06,24.1,859,147.73,0.105,0.156,0.1,12690.07,24
2025-10,10,S07,Bordeaux,P004,Shampoing,Droguerie,40319.5,5604.41,13.9,1484,27.17,0.132,0.169,0.17,6854.32,12
2025-10,10,S07,Bordeaux,P005,Lessive,Droguerie,77877.35,6385.94,8.2,995,78.27,0.049,0.039,0.15,11681.6,44
2025-10,10,S07,Bordeaux,P006,T-shirt homme,Textile,69102.27,6772.02,9.8,1391,49.68,0.113,0.089,0.14,9674.32,15
2025-10,10,S07,Bordeaux,P007,Jeans,Textile,146555.82,22862.71,15.6,1234,118.76,0.171,0.018,0.2,29311.16,23
2025-10,10,S07,Bordeaux,P008,Smartphone,Électronique,143031.63,19452.3,13.6,1396,102.46,0.107,0.053,0.25,35757.91,13
2025-10,10,S07,Bordeaux,P009,TV 4K,Électronique,88758.28,23698.46,26.7,865,102.61,0.172,0.125,0.4,35503.31,45
2025-10,10,S07,Bordeaux,P010,Casque audio,Électronique,17972.24,2803.67,15.6,617,29.13,0.089,0.054,0.02,359.44,17
2025-10,10,S08,Nantes,P001,Lait demi-écrémé,Alimentaire,132466.73,43581.55,32.9,408,324.67,0.101,0.199,0.13,17220.67,23
