order_id,supplier_id,supplier_name,pays_origine,categorie,product_id,product_name,date_commande,date_livraison,delai_prevu_j,delai_reel_j,retard_j,quantite_commandee,prix_unitaire,montant_total,taux_fiabilite,conformite_qualite
ORD02256,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-04-12,2025-04-21,10,9,0,1068,176.81,188833.08,0.83,Non
ORD02257,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-05-23,2025-06-17,25,25,0,439,219.2,96228.8,0.93,Oui
ORD02258,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-09-07,2025-09-15,4,8,4,172,159.34,27406.48,0.78,Non
ORD02259,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-11-08,2025-11-30,21,22,1,339,106.2,36001.8,0.99,Oui
ORD02260,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-09-09,2025-09-22,14,13,0,680,284.36,193364.8,0.83,Oui
ORD02261,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-08-08,2025-08-29,18,21,3,299,269.8,80670.2,0.88,Oui
ORD02262,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-12-19,2025-12-29,10,10,0,806,254.61,205215.66,0.87,Oui
ORD02263,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-08-02,2025-08-12,10,10,0,478,425.09,203193.02,0.92,Oui
ORD02264,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-11-21,2025-12-03,10,12,2,1661,126.6,210282.6,0.84,Oui
ORD02265,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-03-07,2025-03-14,6,7,1,1650,284.89,470068.5,0.99,Oui
ORD02266,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-11-09,2025-11-27,18,18,0,1715,368.94,632732.1,0.87,Oui
ORD02267,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-06-10,2025-06-15,2,5,3,1853,43.46,80531.38,0.94,Oui
ORD02268,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-09-28,2025-10-05,5,7,2,997,271.37,270555.89,0.97,Non
ORD02269,F005,CleanHome,France,Droguerie,P005,Lessive,2025-02-04,2025-02-09,3,5,2,847,349.96,296416.12,0.95,Oui
ORD02270,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-07-06,2025-07-09,4,3,0,1020,111.34,113566.8,0.91,Oui
ORD02271,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-09-05,2025-09-26,18,21,3,349,352.77,123116.73,0.99,Oui
ORD02272,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-11-06,2025-11-19,10,13,3,459,370.95,170266.05,0.91,Non
ORD02273,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-11-06,2025-11-23,18,17,0,655,330.17,216261.35,0.93,Oui
ORD02274,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-05-25,2025-06-19,25,25,0,1669,169.52,282928.88,0.93,Oui
ORD02275,F005,CleanHome,France,Droguerie,P005,Lessive,2025-05-14,2025-05-17,3,3,0,345,133.6,46092.0,0.76,Oui
ORD02276,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-02-10,2025-02-25,14,15,1,1002,349.22,349918.44,1.0,Oui
ORD02277,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-10-12,2025-10-26,14,14,0,1266,200.14,253377.24,0.83,Non
ORD02278,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-05-22,2025-06-12,21,21,0,1496,273.14,408617.44,0.82,Oui
ORD02279,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-01-09,2025-01-18,10,9,0,157,390.55,61316.35,0.89,Oui
ORD02280,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-07-12,2025-07-25,10,13,3,102,283.19,28885.38,0.91,Oui
ORD02281,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-11-10,2025-11-19,10,9,0,1368,127.67,174652.56,0.89,Oui
ORD02282,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-01-29,2025-02-27,25,29,4,1518,321.29,487718.22,0.87,Non
ORD02283,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-03-19,2025-03-22,4,3,0,1120,73.94,82812.8,0.93,Oui
ORD02284,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-07-02,2025-07-13,10,11,1,216,185.98,40171.68,0.94,Oui
ORD02285,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-02-01,2025-03-01,25,28,3,902,289.0,260678.0,0.85,Oui
ORD02286,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-04-17,2025-04-24,5,7,2,375,52.3,19612.5,0.98,Oui
ORD02287,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-01-29,2025-02-08,6,10,4,1449,251.18,363959.82,0.76,Oui
ORD02288,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-09-03,2025-09-08,6,5,0,136,98.94,13455.84,0.81,Oui
ORD02289,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-09-14,2025-09-19,4,5,1,711,174.69,124204.59,0.91,Oui
ORD02290,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-05-29,2025-06-25,25,27,2,98,301.5,29547.0,0.92,Oui
ORD02291,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-04-13,2025-04-18,2,5,3,123,94.37,11607.51,0.9,Oui
ORD02292,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-10-25,2025-10-31,5,6,1,1092,404.41,441615.72,0.79,Oui
ORD02293,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-01-04,2025-02-02,25,29,4,1574,280.44,441412.56,0.82,Oui
ORD02294,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-03-23,2025-04-06,14,14,0,1594,273.62,436150.28,0.83,Oui
ORD02295,F005,CleanHome,France,Droguerie,P005,Lessive,2025-07-21,2025-07-23,3,2,0,1382,128.78,177973.96,0.76,Oui
ORD02296,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-07-27,2025-08-21,25,25,0,428,51.16,21896.48,0.85,Oui
ORD02297,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-04-13,2025-04-22,6,9,3,1556,336.4,523438.4,0.96,Oui
ORD02298,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-06-05,2025-06-24,18,19,1,999,24.94,24915.06,0.91,Oui
ORD02299,F005,CleanHome,France,Droguerie,P005,Lessive,2025-04-22,2025-04-28,3,6,3,98,139.8,13700.4,0.8,Oui
ORD02300,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-04-16,2025-04-28,10,12,2,1989,324.11,644654.79,0.93,Oui
ORD02301,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-11-05,2025-11-19,14,14,0,1935,221.51,428621.85,0.89,Oui
ORD02302,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-02-09,2025-02-18,6,9,3,269,398.04,107072.76,0.96,Oui
ORD02303,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-05-21,2025-05-22,2,1,0,671,200.55,134569.05,0.93,Non
ORD02304,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-01-28,2025-02-03,5,6,1,490,290.77,142477.3,0.99,Oui
ORD02305,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-02-08,2025-02-19,10,11,1,905,294.3,266341.5,0.82,Oui
ORD02306,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-06-04,2025-06-09,5,5,0,588,205.89,121063.32,0.98,Non
ORD02307,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-03-03,2025-03-13,6,10,4,1574,428.62,674647.88,0.95,Oui
ORD02308,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-03-31,2025-04-20,21,20,0,280,39.2,10976.0,0.81,Oui
ORD02309,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-12-22,2026-01-12,18,21,3,609,121.9,74237.1,0.93,Oui
ORD02310,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-04-21,2025-04-24,4,3,0,864,305.27,263753.28,0.76,Oui
ORD02311,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-07-31,2025-08-21,21,21,0,77,259.75,20000.75,0.76,Oui
ORD02312,F005,CleanHome,France,Droguerie,P005,Lessive,2025-12-30,2026-01-03,3,4,1,1522,215.89,328584.58,0.95,Oui
ORD02313,F005,CleanHome,France,Droguerie,P005,Lessive,2025-04-07,2025-04-10,3,3,0,1462,201.87,295133.94,0.75,Oui
ORD02314,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-08-11,2025-09-01,18,21,3,1999,316.47,632623.53,0.95,Oui
ORD02315,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-05-27,2025-05-30,2,3,1,231,269.32,62212.92,0.86,Oui
ORD02316,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-07-11,2025-07-19,4,8,4,1896,167.39,317371.44,0.89,Oui
ORD02317,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-07-28,2025-08-07,10,10,0,1238,181.1,224201.8,0.87,Oui
ORD02318,F005,CleanHome,France,Droguerie,P005,Lessive,2025-03-17,2025-03-24,3,7,4,1589,400.3,636076.7,0.92,Oui
ORD02319,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-02-14,2025-03-03,14,17,3,568,398.21,226183.28,0.83,Oui
ORD02320,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-08-19,2025-09-12,21,24,3,1814,306.31,555646.34,0.97,Oui
ORD02321,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-11-03,2025-11-08,4,5,1,1156,284.9,329344.4,0.94,Oui
ORD02322,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-03-13,2025-03-31,18,18,0,1738,312.1,542429.8,0.77,Oui
ORD02323,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-09-14,2025-09-22,5,8,3,135,234.05,31596.75,0.89,Oui
ORD02324,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-12-07,2026-01-01,25,25,0,1564,102.44,160216.16,0.93,Oui
ORD02325,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-06-16,2025-06-25,5,9,4,1763,358.71,632405.73,0.89,Oui
ORD02326,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-04-23,2025-05-10,14,17,3,769,337.55,259575.95,0.92,Non
ORD02327,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-11-24,2025-12-04,6,10,4,979,70.49,69009.71,0.92,Oui
ORD02328,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-09-16,2025-09-17,2,1,0,1064,65.39,69574.96,0.77,Non
ORD02329,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-07-27,2025-08-03,6,7,1,1740,94.56,164534.4,0.91,Non
ORD02330,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-01-13,2025-01-18,6,5,0,113,133.45,15079.85,0.8,Oui
ORD02331,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-02-04,2025-02-10,5,6,1,976,427.98,417708.48,0.86,Oui
ORD02332,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-01-06,2025-01-24,14,18,4,1273,135.45,172427.85,0.85,Oui
ORD02333,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-11-14,2025-12-01,14,17,3,1933,215.56,416677.48,0.9,Oui
ORD02334,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-01-17,2025-02-09,21,23,2,704,158.5,111584.0,0.81,Oui
ORD02335,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-10-03,2025-10-16,14,13,0,915,310.02,283668.3,0.91,Oui
ORD02336,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-01-14,2025-02-06,21,23,2,129,433.26,55890.54,0.94,Oui
ORD02337,F005,CleanHome,France,Droguerie,P005,Lessive,2025-10-06,2025-10-08,3,2,0,219,110.8,24265.2,0.96,Oui
ORD02338,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-08-21,2025-08-28,5,7,2,1584,152.15,241005.6,0.9,Oui
ORD02339,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-06-08,2025-06-21,10,13,3,1641,316.97,520147.77,0.86,Oui
ORD02340,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-01-06,2025-01-15,5,9,4,312,267.25,83382.0,0.92,Oui
ORD02341,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-08-16,2025-09-09,25,24,0,1078,81.96,88352.88,0.82,Oui
ORD02342,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-12-01,2025-12-30,25,29,4,149,114.32,17033.68,0.78,Oui
ORD02343,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-08-20,2025-08-25,4,5,1,1798,73.65,132422.7,0.82,Oui
ORD02344,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-12-18,2025-12-23,5,5,0,1764,35.03,61792.92,0.87,Oui
ORD02345,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-12-01,2025-12-15,14,14,0,1632,169.84,277178.88,0.83,Oui
ORD02346,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-09-10,2025-09-28,18,18,0,1511,200.38,302774.18,0.93,Oui
ORD02347,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-03-26,2025-03-31,5,5,0,320,333.29,106652.8,0.99,Oui
ORD02348,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-09-12,2025-10-04,21,22,1,1676,314.67,527386.92,0.76,Oui
ORD02349,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-11-22,2025-12-05,10,13,3,267,188.67,50374.89,0.76,Oui
ORD02350,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-02-04,2025-02-17,14,13,0,228,118.62,27045.36,0.99,Oui
ORD02351,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-09-17,2025-10-01,14,14,0,1906,417.58,795907.48,0.78,Oui
ORD02352,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-10-20,2025-10-25,5,5,0,1411,88.83,125339.13,0.91,Oui
ORD02353,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-05-15,2025-06-11,25,27,2,186,436.9,81263.4,0.91,Oui
ORD02354,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-10-14,2025-10-18,5,4,0,525,91.5,48037.5,0.83,Oui
ORD02355,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-01-06,2025-01-21,14,15,1,172,229.83,39530.76,0.75,Oui
ORD02356,F005,CleanHome,France,Droguerie,P005,Lessive,2025-10-27,2025-11-02,3,6,3,68,136.85,9305.8,0.95,Oui
ORD02357,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-09-03,2025-09-09,6,6,0,436,298.98,130355.28,0.87,Oui
ORD02358,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-07-18,2025-07-25,4,7,3,1347,282.35,380325.45,0.96,Oui
ORD02359,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-09-19,2025-09-23,4,4,0,1813,342.35,620680.55,0.87,Non
ORD02360,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-10-17,2025-10-22,5,5,0,555,282.31,156682.05,0.85,Oui
ORD02361,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-05-15,2025-05-23,6,8,2,172,338.69,58254.68,0.76,Oui
ORD02362,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-01-15,2025-01-29,14,14,0,1425,327.06,466060.5,0.84,Oui
ORD02363,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-03-07,2025-03-15,6,8,2,1309,427.25,559270.25,0.88,Oui
ORD02364,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-05-04,2025-05-11,4,7,3,1117,129.79,144975.43,0.94,Oui
ORD02365,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-08-02,2025-08-03,2,1,0,1200,38.64,46368.0,0.97,Oui
ORD02366,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-07-09,2025-07-12,2,3,1,855,126.73,108354.15,0.91,Non
ORD02367,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-06-05,2025-06-18,10,13,3,1289,147.53,190166.17,0.83,Non
ORD02368,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-09-07,2025-10-04,25,27,2,1601,392.09,627736.09,0.92,Oui
ORD02369,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-11-03,2025-11-25,18,22,4,1659,258.51,428868.09,0.87,Oui
ORD02370,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-06-25,2025-07-19,21,24,3,1108,277.56,307536.48,0.77,Oui
ORD02371,F005,CleanHome,France,Droguerie,P005,Lessive,2025-05-28,2025-06-03,3,6,3,1101,102.92,113314.92,0.98,Oui
ORD02372,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-10-17,2025-10-23,6,6,0,763,437.57,333865.91,0.8,Oui
ORD02373,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-05-23,2025-06-07,14,15,1,1274,191.02,243359.48,0.91,Oui
ORD02374,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-12-19,2025-12-24,4,5,1,439,309.35,135804.65,0.84,Oui
ORD02375,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-04-15,2025-04-27,10,12,2,1241,234.29,290753.89,0.78,Oui
ORD02376,F005,CleanHome,France,Droguerie,P005,Lessive,2025-11-23,2025-11-26,3,3,0,471,269.36,126868.56,0.91,Oui
ORD02377,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-07-11,2025-08-01,21,21,0,852,218.21,185914.92,0.82,Oui
ORD02378,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-06-24,2025-07-19,25,25,0,571,272.89,155820.19,0.81,Non
ORD02379,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-07-21,2025-08-14,25,24,0,186,85.42,15888.12,0.98,Non
ORD02380,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-10-09,2025-11-02,21,24,3,1731,125.05,216461.55,0.89,Oui
ORD02381,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-08-07,2025-08-13,2,6,4,1052,268.07,282009.64,0.87,Oui
ORD02382,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-03-13,2025-03-18,5,5,0,301,162.92,49038.92,0.95,Oui
ORD02383,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-05-23,2025-05-27,5,4,0,1173,241.08,282786.84,0.78,Oui
ORD02384,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-04-15,2025-04-28,14,13,0,1875,297.3,557437.5,0.76,Oui
ORD02385,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-05-22,2025-06-10,18,19,1,930,108.69,101081.7,0.81,Oui
ORD02386,F005,CleanHome,France,Droguerie,P005,Lessive,2025-10-10,2025-10-14,3,4,1,1771,106.74,189036.54,0.76,Oui
ORD02387,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-03-29,2025-04-06,6,8,2,466,244.0,113704.0,0.75,Oui
ORD02388,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-11-11,2025-11-30,18,19,1,1707,219.07,373952.49,0.77,Oui
ORD02389,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-05-04,2025-05-12,6,8,2,1298,74.96,97298.08,0.79,Oui
ORD02390,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-01-02,2025-01-07,5,5,0,1424,139.17,198178.08,0.89,Oui
ORD02391,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-08-17,2025-08-31,14,14,0,525,45.61,23945.25,0.77,Oui
ORD02392,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-03-18,2025-04-12,21,25,4,1868,173.32,323761.76,0.9,Oui
ORD02393,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-05-20,2025-06-14,25,25,0,1855,303.15,562343.25,0.86,Oui
ORD02394,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-06-14,2025-06-23,10,9,0,1072,228.65,245112.8,0.85,Oui
ORD02395,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-07-10,2025-07-16,6,6,0,1490,35.27,52552.3,0.96,Oui
ORD02396,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-07-26,2025-07-30,4,4,0,496,141.74,70303.04,0.85,Oui
ORD02397,F005,CleanHome,France,Droguerie,P005,Lessive,2025-04-29,2025-05-04,3,5,2,1279,395.04,505256.16,0.99,Oui
ORD02398,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-05-05,2025-05-27,18,22,4,1478,29.58,43719.24,0.93,Oui
ORD02399,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-06-26,2025-07-15,18,19,1,830,9.71,8059.3,0.86,Oui
ORD02400,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-02-15,2025-03-03,14,16,2,572,157.03,89821.16,0.82,Oui
ORD02401,F005,CleanHome,France,Droguerie,P005,Lessive,2025-09-03,2025-09-06,3,3,0,395,99.0,39105.0,0.9,Oui
ORD02402,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-04-11,2025-05-05,25,24,0,831,164.38,136599.78,0.94,Oui
ORD02403,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-02-17,2025-02-24,4,7,3,1474,248.99,367011.26,0.81,Oui
ORD02404,F005,CleanHome,France,Droguerie,P005,Lessive,2025-08-20,2025-08-23,3,3,0,650,64.16,41704.0,0.86,Oui
ORD02405,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-04-28,2025-05-04,4,6,2,688,75.4,51875.2,0.77,Oui
ORD02406,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-01-27,2025-02-17,18,21,3,1390,352.5,489975.0,0.97,Oui
ORD02407,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-05-28,2025-06-04,4,7,3,1013,423.94,429451.22,0.97,Oui
ORD02408,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-11-05,2025-11-15,6,10,4,207,30.79,6373.53,0.78,Oui
ORD02409,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-10-01,2025-10-04,4,3,0,1645,208.41,342834.45,0.94,Oui
ORD02410,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-10-01,2025-10-05,4,4,0,553,354.22,195883.66,0.83,Oui
ORD02411,F005,CleanHome,France,Droguerie,P005,Lessive,2025-09-20,2025-09-22,3,2,0,1075,227.28,244326.0,0.76,Oui
ORD02412,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-08-29,2025-08-31,2,2,0,1783,59.96,106908.68,0.97,Oui
ORD02413,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-05-23,2025-06-12,18,20,2,553,205.0,113365.0,0.93,Oui
ORD02414,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-11-24,2025-12-01,4,7,3,1595,19.5,31102.5,1.0,Oui
ORD02415,F005,CleanHome,France,Droguerie,P005,Lessive,2025-08-24,2025-08-30,3,6,3,1686,220.74,372167.64,0.94,Oui
ORD02416,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-09-26,2025-10-12,14,16,2,1375,424.51,583701.25,0.84,Oui
ORD02417,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-05-09,2025-05-26,14,17,3,1968,183.75,361620.0,0.88,Oui
ORD02418,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-04-16,2025-04-17,2,1,0,1278,447.62,572058.36,0.96,Oui
ORD02419,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-07-15,2025-07-31,14,16,2,663,168.44,111675.72,0.83,Oui
ORD02420,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-04-21,2025-04-25,2,4,2,1637,287.48,470604.76,0.79,Oui
ORD02421,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-11-29,2025-12-04,4,5,1,861,110.4,95054.4,0.75,Oui
ORD02422,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-05-10,2025-06-02,21,23,2,867,210.12,182174.04,0.87,Oui
ORD02423,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-03-08,2025-03-31,21,23,2,155,110.79,17172.45,0.79,Oui
ORD02424,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-06-01,2025-06-07,5,6,1,158,158.07,24975.06,0.98,Oui
ORD02425,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-02-09,2025-02-26,14,17,3,652,159.97,104300.44,0.88,Oui
ORD02426,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-02-04,2025-02-26,21,22,1,728,87.47,63678.16,0.98,Oui
ORD02427,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-03-16,2025-03-25,5,9,4,1506,252.93,380912.58,0.76,Oui
ORD02428,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-07-10,2025-08-03,25,24,0,968,181.83,176011.44,0.95,Oui
ORD02429,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-06-17,2025-07-06,18,19,1,803,23.39,18782.17,0.88,Oui
ORD02430,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-09-07,2025-09-30,21,23,2,1613,231.53,373457.89,0.92,Oui
ORD02431,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-09-17,2025-10-04,18,17,0,364,419.86,152829.04,0.84,Oui
ORD02432,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-11-22,2025-12-14,21,22,1,344,64.42,22160.48,0.98,Oui
ORD02433,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-05-22,2025-06-07,14,16,2,501,19.33,9684.33,0.83,Non
ORD02434,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-08-03,2025-08-12,6,9,3,446,188.21,83941.66,0.96,Oui
ORD02435,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-10-18,2025-11-13,25,26,1,1926,95.17,183297.42,1.0,Oui
ORD02436,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-05-16,2025-05-22,2,6,4,1038,354.26,367721.88,0.8,Oui
ORD02437,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-12-11,2025-12-17,4,6,2,283,36.45,10315.35,0.86,Oui
ORD02438,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-07-10,2025-07-30,18,20,2,578,259.88,150210.64,0.89,Oui
ORD02439,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-11-20,2025-12-04,10,14,4,718,237.26,170352.68,0.92,Oui
