transaction_id,date,store_id,store_city,product_id,product_name,category,price,quantity,total_amount,customer_id,customer_age,customer_segment,loyalty_points,payment_method,stock_before,stock_after,promotion,weather,temperature,special_day,web_visits,clicks
T09434,2025-12-29,S01,Paris,P009,TV 4K,Électronique,599.0,4,2396.0,C314,21,Jeune,1734,Mobile,72,68,Oui,Nuageux,-4.5,Soldes,36,33
T09435,2025-04-10,S03,Marseille,P006,T-shirt homme,Textile,12.0,1,12.0,C912,61,Famille,1591,CB,77,76,Non,Nuageux,28.9,Black Friday,11,5
T09436,2025-04-03,S04,Lille,P009,TV 4K,Électronique,599.0,6,3594.0,C838,29,Famille,4540,Espèces,94,88,Oui,Neige,27.0,Soldes,28,5
T09437,2025-10-18,S03,Marseille,P002,Riz 1kg,Alimentaire,2.0,8,16.0,C486,44,Jeune,2504,Mobile,120,112,Non,Pluie,0.4,Soldes,40,24
T09438,2025-11-30,S08,Nantes,P009,TV 4K,Électronique,599.0,9,5391.0,C977,64,Actif,4333,Espèces,123,114,Oui,Pluie,-1.5,Black Friday,27,13
T09439,2025-07-13,S05,Toulouse,P001,Lait demi-écrémé,Alimentaire,1.2,5,6.0,C917,70,Famille,1456,Mobile,145,140,Non,Nuageux,9.8,Noël,26,23
T09440,2025-01-24,S07,Bordeaux,P008,Smartphone,Électronique,299.0,7,2093.0,C387,26,Senior,852,Espèces,113,106,Non,Neige,2.6,Black Friday,35,29
T09441,2025-01-22,S02,Lyon,P005,Lessive,Droguerie,8.5,6,51.0,C829,64,Famille,72,CB,154,148,Non,Soleil,33.6,Soldes,30,19
T09442,2025-11-28,S04,Lille,P008,Smartphone,Électronique,299.0,2,598.0,C614,31,Jeune,1830,Espèces,169,167,Non,Soleil,16.2,Soldes,8,2
T09443,2025-09-30,S02,Lyon,P002,Riz 1kg,Alimentaire,2.0,10,20.0,C747,56,Actif,3531,CB,126,116,Oui,Soleil,15.1,Soldes,22,4
T09444,2025-08-10,S01,Paris,P008,Smartphone,Électronique,299.0,7,2093.0,C616,51,Famille,4183,Mobile,56,49,Non,Nuageux,29.9,Aucun,2,1
T09445,2025-11-25,S01,Paris,P009,TV 4K,Électronique,599.0,8,4792.0,C156,58,Senior,629,Espèces,154,146,Non,Nuageux,2.1,Soldes,7,3
T09446,2025-07-14,S01,Paris,P008,Smartphone,Électronique,299.0,6,1794.0,C149,31,Famille,2843,Espèces,98,92,Non,Pluie,7.6,Noël,19,4
T09447,2025-01-25,S04,Lille,P006,T-shirt homme,Textile,12.0,6,72.0,C840,52,Senior,2141,Espèces,180,174,Oui,Soleil,22.1,Soldes,46,18
T09448,2025-07-28,S08,Nantes,P006,T-shirt homme,Textile,12.0,8,96.0,C606,57,Actif,129,Espèces,137,129,Oui,Nuageux,7.1,Noël,17,1
T09449,2025-03-10,S07,Bordeaux,P005,Lessive,Droguerie,8.5,8,68.0,C344,36,Senior,2478,Espèces,31,23,Non,Pluie,27.2,Black Friday,2,2
T09450,2025-08-08,S03,Marseille,P009,TV 4K,Électronique,599.0,3,1797.0,C963,65,Actif,4855,CB,21,18,Oui,Pluie,27.7,Aucun,13,12
T09451,2025-12-15,S04,Lille,P009,TV 4K,Électronique,599.0,2,1198.0,C820,55,Famille,4512,CB,33,31,Non,Pluie,5.5,Aucun,28,1
T09452,2025-07-29,S01,Paris,P007,Jeans,Textile,35.0,10,350.0,C110,49,Senior,2303,Mobile,118,108,Oui,Neige,-0.8,Noël,9,4
T09453,2025-07-16,S04,Lille,P002,Riz 1kg,Alimentaire,2.0,4,8.0,C967,30,Jeune,2184,CB,55,51,Non,Neige,-0.0,Aucun,1,0
T09454,2025-12-06,S05,Toulouse,P003,Pâtes 500g,Alimentaire,1.1,7,7.7,C227,56,Actif,1787,Mobile,150,143,Non,Soleil,0.2,Soldes,0,1
T09455,2025-01-31,S01,Paris,P004,Shampoing,Droguerie,4.5,3,13.5,C951,28,Actif,1141,Mobile,146,143,Non,Neige,17.6,Aucun,49,45
T09456,2025-02-16,S05,Toulouse,P004,Shampoing,Droguerie,4.5,9,40.5,C169,56,Famille,40,Espèces,188,179,Non,Soleil,31.4,Soldes,0,0
T09457,2025-05-24,S06,Nice,P002,Riz 1kg,Alimentaire,2.0,1,2.0,C879,18,Famille,179,Espèces,75,74,Non,Nuageux,2.8,Black Friday,5,3
T09458,2025-10-31,S08,Nantes,P010,Casque audio,Électronique,49.0,6,294.0,C801,34,Senior,2014,CB,147,141,Non,Soleil,15.4,Aucun,42,3
T09459,2025-09-03,S06,Nice,P001,Lait demi-écrémé,Alimentaire,1.2,5,6.0,C931,36,Jeune,58,CB,132,127,Oui,Pluie,4.7,Soldes,10,3
T09460,2025-06-19,S01,Paris,P002,Riz 1kg,Alimentaire,2.0,10,20.0,C737,35,Famille,853,CB,115,105,Oui,Nuageux,3.1,Aucun,9,8
T09461,2025-05-22,S07,Bordeaux,P008,Smartphone,Électronique,299.0,3,897.0,C885,68,Actif,428,Espèces,103,100,Non,Neige,-2.1,Black Friday,20,6
T09462,2025-07-31,S01,Paris,P009,TV 4K,Électronique,599.0,8,4792.0,C820,46,Actif,2079,Mobile,48,40,Non,Pluie,30.7,Soldes,0,1
T09463,2025-11-10,S03,Marseille,P007,Jeans,Textile,35.0,7,245.0,C187,33,Actif,2595,Mobile,172,165,Oui,Pluie,22.3,Soldes,38,0
T09464,2025-09-24,S03,Marseille,P010,Casque audio,Électronique,49.0,8,392.0,C943,60,Actif,274,Espèces,73,65,Oui,Pluie,21.2,Soldes,1,1
T09465,2025-04-26,S01,Paris,P009,TV 4K,Électronique,599.0,10,5990.0,C505,35,Actif,2470,Espèces,38,28,Non,Neige,-3.3,Aucun,7,1
T09466,2025-02-28,S07,Bordeaux,P006,T-shirt homme,Textile,12.0,8,96.0,C824,57,Famille,945,CB,137,129,Non,Neige,16.6,Soldes,6,6
T09467,2025-12-07,S08,Nantes,P009,TV 4K,Électronique,599.0,1,599.0,C335,46,Famille,1526,CB,61,60,Oui,Soleil,18.8,Soldes,25,1
T09468,2025-06-10,S06,Nice,P010,Casque audio,Électronique,49.0,3,147.0,C214,36,Jeune,3565,Espèces,42,39,Non,Pluie,28.1,Soldes,11,3
T09469,2025-01-21,S04,Lille,P006,T-shirt homme,Textile,12.0,4,48.0,C228,40,Jeune,3623,Mobile,193,189,Oui,Neige,24.9,Noël,26,13
T09470,2025-03-27,S04,Lille,P001,Lait demi-écrémé,Alimentaire,1.2,9,10.8,C192,52,Actif,3813,Espèces,177,168,Non,Neige,7.7,Black Friday,7,1
T09471,2025-05-02,S05,Toulouse,P004,Shampoing,Droguerie,4.5,3,13.5,C316,53,Actif,267,CB,151,148,Oui,Soleil,28.6,Soldes,18,16
T09472,2025-10-17,S02,Lyon,P001,Lait demi-écrémé,Alimentaire,1.2,1,1.2,C523,62,Jeune,3457,CB,124,123,Oui,Nuageux,27.2,Soldes,25,7
T09473,2025-07-28,S03,Marseille,P009,TV 4K,Électronique,599.0,1,599.0,C531,28,Actif,2494,CB,82,81,Oui,Pluie,12.5,Black Friday,40,33
T09474,2025-07-18,S08,Nantes,P006,T-shirt homme,Textile,12.0,9,108.0,C211,53,Jeune,912,Mobile,68,59,Non,Soleil,1.4,Noël,22,22
T09475,2025-10-07,S07,Bordeaux,P003,Pâtes 500g,Alimentaire,1.1,3,3.3,C945,63,Jeune,2295,CB,140,137,Non,Soleil,20.2,Aucun,47,30
T09476,2025-07-04,S05,Toulouse,P006,T-shirt homme,Textile,12.0,6,72.0,C872,56,Famille,3988,CB,28,22,Oui,Pluie,22.1,Soldes,14,8
T09477,2025-11-25,S06,Nice,P001,Lait demi-écrémé,Alimentaire,1.2,1,1.2,C653,54,Actif,1247,CB,77,76,Non,Neige,7.3,Black Friday,21,9
T09478,2025-07-11,S04,Lille,P004,Shampoing,Droguerie,4.5,3,13.5,C634,46,Jeune,2124,CB,55,52,Oui,Pluie,21.6,Aucun,29,1
T09479,2025-06-14,S08,Nantes,P009,TV 4K,Électronique,599.0,9,5391.0,C837,31,Actif,1530,Espèces,81,72,Non,Nuageux,4.4,Aucun,44,34
T09480,2025-03-17,S08,Nantes,P004,Shampoing,Droguerie,4.5,6,27.0,C244,52,Jeune,3469,Mobile,25,19,Non,Pluie,23.1,Black Friday,29,0
T09481,2025-08-30,S06,Nice,P002,Riz 1kg,Alimentaire,2.0,3,6.0,C247,50,Actif,1654,Espèces,36,33,Non,Neige,7.7,Black Friday,3,1
T09482,2025-02-20,S07,Bordeaux,P009,TV 4K,Électronique,599.0,4,2396.0,C620,49,Jeune,4412,Mobile,134,130,Non,Pluie,9.4,Soldes,27,22
T09483,2025-07-10,S07,Bordeaux,P008,Smartphone,Électronique,299.0,5,1495.0,C555,18,Actif,2115,Espèces,62,57,Oui,Soleil,10.8,Soldes,8,2
T09484,2025-06-29,S05,Toulouse,P006,T-shirt homme,Textile,12.0,5,60.0,C915,52,Actif,3490,CB,89,84,Non,Pluie,-3.7,Soldes,13,10
T09485,2025-06-05,S07,Bordeaux,P001,Lait demi-écrémé,Alimentaire,1.2,1,1.2,C691,53,Famille,3107,Mobile,198,197,Non,Pluie,30.2,Black Friday,47,19
T09486,2025-07-03,S04,Lille,P006,T-shirt homme,Textile,12.0,1,12.0,C191,48,Famille,4104,CB,134,133,Oui,Nuageux,28.7,Soldes,36,34
T09487,2025-09-23,S03,Marseille,P007,Jeans,Textile,35.0,5,175.0,C868,42,Senior,1867,Mobile,83,78,Non,Nuageux,33.7,Aucun,5,0
T09488,2025-02-02,S07,Bordeaux,P002,Riz 1kg,Alimentaire,2.0,3,6.0,C316,31,Senior,3986,Mobile,158,155,Oui,Pluie,3.3,Black Friday,48,35
T09489,2025-12-28,S06,Nice,P004,Shampoing,Droguerie,4.5,3,13.5,C603,67,Jeune,341,Espèces,29,26,Non,Pluie,10.2,Noël,15,1
T09490,2025-12-18,S04,Lille,P006,T-shirt homme,Textile,12.0,6,72.0,C934,38,Jeune,1283,CB,78,72,Non,Nuageux,18.5,Black Friday,34,18
T09491,2025-05-31,S06,Nice,P005,Lessive,Droguerie,8.5,8,68.0,C413,65,Famille,847,CB,146,138,Oui,Neige,-3.8,Noël,14,10
T09492,2025-02-22,S03,Marseille,P001,Lait demi-écrémé,Alimentaire,1.2,10,12.0,C544,27,Senior,1576,CB,132,122,Non,Soleil,22.6,Soldes,12,0
T09493,2025-03-22,S05,Toulouse,P004,Shampoing,Droguerie,4.5,5,22.5,C638,19,Actif,4001,Espèces,191,186,Oui,Pluie,20.9,Black Friday,36,18
T09494,2025-05-26,S01,Paris,P005,Lessive,Droguerie,8.5,2,17.0,C671,44,Famille,4369,Mobile,108,106,Oui,Nuageux,21.4,Soldes,25,4
T09495,2025-01-06,S03,Marseille,P001,Lait demi-écrémé,Alimentaire,1.2,8,9.6,C734,64,Actif,1833,Mobile,184,176,Non,Soleil,20.5,Black Friday,14,14
T09496,2025-12-27,S04,Lille,P001,Lait demi-écrémé,Alimentaire,1.2,6,7.2,C600,65,Actif,3094,CB,76,70,Non,Soleil,8.6,Black Friday,24,7
T09497,2025-11-12,S08,Nantes,P010,Casque audio,Électronique,49.0,5,245.0,C235,52,Famille,3146,CB,117,112,Non,Neige,4.7,Noël,31,16
T09498,2025-02-04,S04,Lille,P009,TV 4K,Électronique,599.0,3,1797.0,C734,44,Famille,4008,CB,98,95,Oui,Soleil,30.4,Black Friday,16,2
T09499,2025-08-15,S02,Lyon,P003,Pâtes 500g,Alimentaire,1.1,6,6.6,C366,65,Actif,63,CB,127,121,Non,Pluie,23.7,Soldes,6,2
T09500,2025-07-02,S01,Paris,P005,Lessive,Droguerie,8.5,6,51.0,C127,30,Jeune,1072,Espèces,119,113,Oui,Soleil,17.2,Soldes,14,7
T09501,2025-12-21,S03,Marseille,P007,Jeans,Textile,35.0,10,350.0,C167,70,Senior,366,Espèces,51,41,Oui,Soleil,12.4,Black Friday,12,3
T09502,2025-01-24,S05,Toulouse,P008,Smartphone,Électronique,299.0,5,1495.0,C462,25,Jeune,537,Mobile,95,90,Oui,Nuageux,16.8,Noël,30,22
T09503,2025-01-03,S01,Paris,P002,Riz 1kg,Alimentaire,2.0,1,2.0,C210,22,Senior,2578,CB,127,126,Oui,Pluie,20.2,Noël,18,12
T09504,2025-06-22,S07,Bordeaux,P010,Casque audio,Électronique,49.0,5,245.0,C658,57,Jeune,3195,CB,58,53,Non,Pluie,22.4,Aucun,47,38
T09505,2025-07-11,S01,Paris,P004,Shampoing,Droguerie,4.5,2,9.0,C933,37,Jeune,2128,CB,189,187,Oui,Pluie,27.1,Noël,13,4
T09506,2025-04-19,S06,Nice,P007,Jeans,Textile,35.0,2,70.0,C707,58,Senior,1684,CB,195,193,Oui,Neige,-4.6,Noël,28,16
T09507,2025-12-29,S08,Nantes,P002,Riz 1kg,Alimentaire,2.0,3,6.0,C930,38,Jeune,1929,Espèces,149,146,Non,Soleil,15.1,Aucun,2,0
T09508,2025-04-04,S05,Toulouse,P006,T-shirt homme,Textile,12.0,6,72.0,C825,36,Senior,1091,Mobile,70,64,Oui,Neige,1.3,Aucun,7,2
T09509,2025-06-10,S07,Bordeaux,P009,TV 4K,Électronique,599.0,3,1797.0,C539,62,Jeune,535,CB,95,92,Oui,Pluie,24.0,Aucun,16,15
T09510,2025-10-02,S03,Marseille,P008,Smartphone,Électronique,299.0,8,2392.0,C774,26,Jeune,2192,Mobile,178,170,Oui,Neige,6.5,Noël,21,11
T09511,2025-03-06,S04,Lille,P001,Lait demi-écrémé,Alimentaire,1.2,10,12.0,C988,66,Actif,419,CB,67,57,Non,Neige,5.6,Noël,15,14
T09512,2025-02-19,S07,Bordeaux,P008,Smartphone,Électronique,299.0,4,1196.0,C568,21,Jeune,1417,Espèces,39,35,Oui,Nuageux,31.8,Soldes,22,9
T09513,2025-05-25,S01,Paris,P003,Pâtes 500g,Alimentaire,1.1,10,11.0,C759,35,Actif,4483,CB,31,21,Non,Pluie,-4.5,Soldes,15,7
T09514,2026-01-01,S03,Marseille,P003,Pâtes 500g,Alimentaire,1.1,6,6.6,C873,35,Actif,2013,CB,75,69,Oui,Neige,34.6,Soldes,9,8
T09515,2025-06-10,S07,Bordeaux,P002,Riz 1kg,Alimentaire,2.0,2,4.0,C968,56,Famille,276,Mobile,74,72,Non,Nuageux,23.5,Noël,14,6
T09516,2025-12-12,S03,Marseille,P006,T-shirt homme,Textile,12.0,2,24.0,C187,31,Jeune,1214,Espèces,93,91,Oui,Neige,23.2,Noël,14,12
T09517,2025-10-05,S05,Toulouse,P008,Smartphone,Électronique,299.0,5,1495.0,C685,18,Actif,3441,CB,101,96,Oui,Neige,15.7,Black Friday,34,24
T09518,2025-11-14,S08,Nantes,P006,T-shirt homme,Textile,12.0,3,36.0,C589,69,Actif,3166,CB,116,113,Non,Soleil,23.1,Black Friday,7,4
T09519,2025-11-30,S04,Lille,P006,T-shirt homme,Textile,12.0,4,48.0,C248,27,Senior,2740,Mobile,118,114,Non,Neige,31.6,Aucun,49,35
T09520,2025-01-27,S01,Paris,P001,Lait demi-écrémé,Alimentaire,1.2,4,4.8,C390,66,Jeune,3142,Mobile,24,20,Non,Neige,27.2,Black Friday,37,24
T09521,2025-10-21,S05,Toulouse,P008,Smartphone,Électronique,299.0,4,1196.0,C921,40,Senior,4551,Espèces,199,195,Non,Pluie,18.4,Black Friday,23,9
T09522,2025-01-29,S06,Nice,P009,TV 4K,Électronique,599.0,7,4193.0,C963,24,Jeune,124,Mobile,133,126,Oui,Neige,26.8,Aucun,34,8
T09523,2025-11-17,S01,Paris,P001,Lait demi-écrémé,Alimentaire,1.2,10,12.0,C287,36,Jeune,1361,Mobile,126,116,Oui,Nuageux,26.5,Noël,3,2
T09524,2025-12-21,S04,Lille,P003,Pâtes 500g,Alimentaire,1.1,7,7.7,C727,24,Famille,4519,Mobile,174,167,Non,Soleil,9.6,Aucun,49,0
T09525,2025-06-18,S04,Lille,P002,Riz 1kg,Alimentaire,2.0,10,20.0,C601,67,Jeune,106,Mobile,135,125,Non,Nuageux,2.1,Noël,16,12
T09526,2025-01-17,S07,Bordeaux,P003,Pâtes 500g,Alimentaire,1.1,2,2.2,C167,42,Senior,4059,Espèces,113,111,Oui,Soleil,-1.7,Aucun,35,23
T09527,2025-12-20,S07,Bordeaux,P001,Lait demi-écrémé,Alimentaire,1.2,4,4.8,C108,70,Famille,2635,CB,160,156,Oui,Pluie,10.3,Black Friday,43,30
T09528,2025-09-21,S06,Nice,P010,Casque audio,Électronique,49.0,4,196.0,C541,20,Jeune,3338,Mobile,141,137,Non,Soleil,-1.0,Soldes,49,22
T09529,2025-08-04,S07,Bordeaux,P002,Riz 1kg,Alimentaire,2.0,9,18.0,C738,30,Jeune,1387,CB,84,75,Oui,Soleil,20.2,Black Friday,50,0
T09530,2025-10-31,S08,Nantes,P003,Pâtes 500g,Alimentaire,1.1,1,1.1,C344,65,Jeune,1470,CB,170,169,Oui,Neige,16.1,Noël,21,4
T09531,2025-08-04,S06,Nice,P008,Smartphone,Électronique,299.0,7,2093.0,C878,18,Famille,4696,CB,36,29,Oui,Nuageux,-2.1,Black Friday,3,2
T09532,2025-08-06,S05,Toulouse,P003,Pâtes 500g,Alimentaire,1.1,6,6.6,C232,29,Jeune,4330,Espèces,62,56,Oui,Pluie,14.0,Noël,20,7
T09533,2025-11-21,S01,Paris,P009,TV 4K,Électronique,599.0,5,2995.0,C251,32,Senior,627,CB,126,121,Oui,Pluie,26.9,Black Friday,33,29
T09534,2025-07-26,S08,Nantes,P005,Lessive,Droguerie,8.5,5,42.5,C106,58,Actif,1696,Espèces,166,161,Oui,Soleil,16.0,Black Friday,39,21
T09535,2025-02-01,S05,Toulouse,P005,Lessive,Droguerie,8.5,8,68.0,C578,32,Senior,1216,Espèces,39,31,Non,Soleil,-3.8,Black Friday,20,9
T09536,2025-10-02,S05,Toulouse,P006,T-shirt homme,Textile,12.0,3,36.0,C494,64,Senior,2957,Mobile,191,188,Oui,Neige,-4.6,Black Friday,14,14
T09537,2025-06-03,S06,Nice,P002,Riz 1kg,Alimentaire,2.0,3,6.0,C498,56,Senior,2415,Espèces,164,161,Oui,Neige,27.8,Soldes,38,5
T09538,2025-10-02,S05,Toulouse,P006,T-shirt homme,Textile,12.0,1,12.0,C887,47,Famille,623,CB,35,34,Oui,Soleil,2.1,Noël,8,8
T09539,2025-02-09,S04,Lille,P010,Casque audio,Électronique,49.0,1,49.0,C164,58,Senior,3346,CB,109,108,Oui,Nuageux,14.4,Aucun,43,22
T09540,2025-05-25,S05,Toulouse,P005,Lessive,Droguerie,8.5,4,34.0,C517,61,Famille,718,Espèces,197,193,Oui,Neige,2.7,Noël,25,9
T09541,2025-07-12,S08,Nantes,P002,Riz 1kg,Alimentaire,2.0,10,20.0,C264,65,Senior,1573,CB,138,128,Oui,Pluie,13.7,Black Friday,28,15
T09542,2025-07-10,S01,Paris,P002,Riz 1kg,Alimentaire,2.0,8,16.0,C214,70,Actif,2400,CB,25,17,Non,Pluie,-3.7,Noël,21,16
T09543,2025-09-08,S06,Nice,P001,Lait demi-écrémé,Alimentaire,1.2,4,4.8,C729,37,Actif,1215,Mobile,32,28,Oui,Soleil,30.7,Black Friday,36,5
T09544,2025-07-18,S07,Bordeaux,P005,Lessive,Droguerie,8.5,2,17.0,C401,28,Famille,1771,Mobile,176,174,Non,Neige,16.8,Black Friday,0,1
T09545,2025-10-03,S06,Nice,P001,Lait demi-écrémé,Alimentaire,1.2,2,2.4,C255,23,Famille,4263,Espèces,111,109,Oui,Neige,-3.3,Soldes,1,1
T09546,2025-11-11,S03,Marseille,P006,T-shirt homme,Textile,12.0,5,60.0,C627,49,Jeune,3729,Espèces,197,192,Oui,Nuageux,15.5,Aucun,1,1
T09547,2025-01-16,S04,Lille,P002,Riz 1kg,Alimentaire,2.0,4,8.0,C777,33,Senior,3192,CB,178,174,Oui,Soleil,26.4,Aucun,47,11
T09548,2025-05-06,S03,Marseille,P001,Lait demi-écrémé,Alimentaire,1.2,4,4.8,C528,31,Jeune,2366,Espèces,97,93,Oui,Neige,23.6,Black Friday,14,8
T09549,2025-09-14,S07,Bordeaux,P001,Lait demi-écrémé,Alimentaire,1.2,6,7.2,C360,62,Famille,163,CB,171,165,Oui,Pluie,-0.4,Black Friday,46,39
T09550,2025-08-27,S08,Nantes,P001,Lait demi-écrémé,Alimentaire,1.2,8,9.6,C296,37,Actif,1264,CB,48,40,Oui,Pluie,31.8,Soldes,26,1
T09551,2025-01-02,S04,Lille,P007,Jeans,Textile,35.0,4,140.0,C887,44,Senior,1412,Mobile,156,152,Non,Neige,14.6,Soldes,32,6
T09552,2025-09-28,S04,Lille,P001,Lait demi-écrémé,Alimentaire,1.2,10,12.0,C963,42,Actif,1334,CB,197,187,Oui,Neige,-4.4,Aucun,42,41
T09553,2025-09-15,S04,Lille,P001,Lait demi-écrémé,Alimentaire,1.2,4,4.8,C630,51,Actif,2918,Espèces,197,193,Oui,Neige,8.6,Soldes,8,2
T09554,2025-08-02,S08,Nantes,P006,T-shirt homme,Textile,12.0,3,36.0,C299,46,Senior,2793,CB,150,147,Non,Pluie,1.0,Black Friday,3,1
T09555,2025-04-01,S04,Lille,P006,T-shirt homme,Textile,12.0,8,96.0,C527,61,Jeune,4282,CB,59,51,Oui,Soleil,12.9,Aucun,23,13
T09556,2025-12-22,S04,Lille,P010,Casque audio,Électronique,49.0,3,147.0,C833,27,Senior,718,Mobile,94,91,Non,Neige,29.5,Noël,12,12
T09557,2025-03-11,S05,Toulouse,P004,Shampoing,Droguerie,4.5,9,40.5,C342,37,Famille,483,CB,191,182,Non,Neige,0.6,Soldes,21,19
T09558,2025-07-05,S05,Toulouse,P001,Lait demi-écrémé,Alimentaire,1.2,4,4.8,C386,60,Actif,2314,Espèces,190,186,Oui,Pluie,16.6,Soldes,0,1
T09559,2025-04-15,S02,Lyon,P007,Jeans,Textile,35.0,8,280.0,C373,28,Senior,3570,Espèces,179,171,Oui,Soleil,6.7,Black Friday,11,6
T09560,2025-10-21,S07,Bordeaux,P008,Smartphone,Électronique,299.0,9,2691.0,C577,46,Senior,760,Mobile,153,144,Oui,Nuageux,14.3,Noël,22,9
T09561,2025-12-10,S07,Bordeaux,P006,T-shirt homme,Textile,12.0,4,48.0,C155,51,Jeune,2839,Espèces,151,147,Oui,Neige,26.7,Aucun,18,11
T09562,2025-09-19,S07,Bordeaux,P001,Lait demi-écrémé,Alimentaire,1.2,2,2.4,C539,36,Senior,1253,Mobile,98,96,Oui,Nuageux,7.5,Black Friday,17,4
T09563,2025-05-14,S01,Paris,P005,Lessive,Droguerie,8.5,2,17.0,C251,23,Famille,1513,Espèces,159,157,Oui,Nuageux,1.4,Black Friday,4,2
T09564,2025-12-01,S02,Lyon,P005,Lessive,Droguerie,8.5,5,42.5,C342,28,Jeune,1541,Espèces,177,172,Non,Pluie,21.5,Aucun,27,11
T09565,2025-05-17,S05,Toulouse,P004,Shampoing,Droguerie,4.5,10,45.0,C375,65,Actif,3307,Espèces,131,121,Non,Pluie,17.0,Soldes,47,1
T09566,2025-03-04,S03,Marseille,P002,Riz 1kg,Alimentaire,2.0,9,18.0,C325,44,Famille,114,Mobile,58,49,Non,Pluie,30.2,Aucun,42,7
T09567,2025-03-02,S07,Bordeaux,P007,Jeans,Textile,35.0,7,245.0,C980,65,Jeune,3617,CB,161,154,Non,Pluie,9.6,Black Friday,50,18
T09568,2025-12-21,S06,Nice,P005,Lessive,Droguerie,8.5,2,17.0,C850,31,Jeune,4389,CB,165,163,Non,Soleil,16.9,Noël,40,1
T09569,2025-07-13,S03,Marseille,P010,Casque audio,Électronique,49.0,9,441.0,C191,22,Actif,4925,Mobile,108,99,Non,Soleil,18.6,Noël,23,3
T09570,2025-09-22,S03,Marseille,P005,Lessive,Droguerie,8.5,7,59.5,C351,41,Jeune,346,CB,89,82,Oui,Nuageux,25.8,Soldes,36,24
T09571,2025-04-03,S08,Nantes,P009,TV 4K,Électronique,599.0,5,2995.0,C904,66,Jeune,4640,Mobile,52,47,Oui,Nuageux,-0.3,Soldes,46,23
T09572,2025-09-03,S04,Lille,P007,Jeans,Textile,35.0,2,70.0,C302,29,Senior,514,CB,30,28,Oui,Pluie,-1.3,Noël,14,1
T09573,2025-06-01,S08,Nantes,P003,Pâtes 500g,Alimentaire,1.1,2,2.2,C754,22,Actif,3695,Mobile,160,158,Non,Neige,28.3,Black Friday,32,32
T09574,2025-06-29,S08,Nantes,P008,Smartphone,Électronique,299.0,10,2990.0,C772,67,Actif,2449,CB,106,96,Non,Neige,4.6,Aucun,16,13
T09575,2025-03-29,S07,Bordeaux,P002,Riz 1kg,Alimentaire,2.0,5,10.0,C123,68,Famille,1689,Mobile,139,134,Non,Nuageux,14.4,Aucun,12,8
T09576,2025-02-17,S01,Paris,P001,Lait demi-écrémé,Alimentaire,1.2,9,10.8,C995,31,Senior,2410,Espèces,92,83,Oui,Nuageux,-0.9,Soldes,40,40
T09577,2025-05-17,S06,Nice,P010,Casque audio,Électronique,49.0,6,294.0,C763,42,Famille,3632,CB,70,64,Oui,Neige,19.7,Black Friday,34,25
T09578,2025-01-20,S03,Marseille,P006,T-shirt homme,Textile,12.0,8,96.0,C897,52,Famille,4273,CB,54,46,Oui,Neige,-2.9,Soldes,34,29
T09579,2025-04-08,S03,Marseille,P004,Shampoing,Droguerie,4.5,10,45.0,C437,18,Actif,3535,Mobile,95,85,Non,Pluie,1.7,Soldes,19,17
T09580,2025-05-08,S05,Toulouse,P003,Pâtes 500g,Alimentaire,1.1,10,11.0,C670,49,Famille,1605,Espèces,24,14,Oui,Pluie,26.6,Black Friday,8,8
T09581,2025-05-13,S02,Lyon,P003,Pâtes 500g,Alimentaire,1.1,7,7.7,C291,37,Senior,2208,Espèces,56,49,Non,Neige,6.5,Noël,38,37
T09582,2025-04-06,S07,Bordeaux,P007,Jeans,Textile,35.0,3,105.0,C273,21,Jeune,595,Espèces,44,41,Non,Pluie,20.9,Soldes,1,0
T09583,2025-01-29,S02,Lyon,P006,T-shirt homme,Textile,12.0,10,120.0,C877,41,Jeune,37,Mobile,103,93,Oui,Soleil,14.8,Aucun,27,11
T09584,2025-12-30,S03,Marseille,P010,Casque audio,Électronique,49.0,2,98.0,C348,19,Famille,3302,CB,131,129,Non,Pluie,10.2,Noël,41,26
T09585,2025-10-23,S07,Bordeaux,P001,Lait demi-écrémé,Alimentaire,1.2,1,1.2,C747,24,Senior,95,Mobile,95,94,Non,Neige,0.6,Noël,4,3
T09586,2025-05-21,S06,Nice,P002,Riz 1kg,Alimentaire,2.0,7,14.0,C142,43,Jeune,4452,Espèces,84,77,Oui,Nuageux,-2.0,Aucun,46,39
T09587,2025-01-17,S06,Nice,P002,Riz 1kg,Alimentaire,2.0,10,20.0,C762,60,Senior,2050,CB,172,162,Oui,Neige,25.0,Soldes,21,7
T09588,2025-08-30,S02,Lyon,P007,Jeans,Textile,35.0,3,105.0,C429,48,Famille,2755,Espèces,146,143,Oui,Nuageux,34.1,Soldes,16,5
T09589,2025-11-08,S03,Marseille,P009,TV 4K,Électronique,599.0,3,1797.0,C518,54,Senior,211,Espèces,35,32,Oui,Nuageux,23.7,Soldes,46,41
T09590,2025-09-14,S06,Nice,P001,Lait demi-écrémé,Alimentaire,1.2,4,4.8,C523,46,Actif,1514,CB,194,190,Non,Nuageux,4.9,Noël,47,12
T09591,2025-05-03,S08,Nantes,P010,Casque audio,Électronique,49.0,8,392.0,C379,27,Senior,675,Espèces,31,23,Oui,Soleil,7.9,Noël,34,32
T09592,2025-06-17,S02,Lyon,P009,TV 4K,Électronique,599.0,7,4193.0,C728,45,Actif,1038,Mobile,60,53,Non,Soleil,11.1,Noël,28,3
