livraison_id,type_flux,entrepot_depart_id,entrepot_depart_nom,entrepot_arrivee_id,entrepot_arrivee_nom,product_id,product_name,categorie,date_depart,date_arrivee_prevue,duree_transport_j,quantite,poids_kg,transporteur,cout_transport_eur,statut_livraison,incident
LIV02841,Fournisseur → Entrepôt,E02,Lyon-Sud,E05,Toulouse-Ouest,P006,T-shirt homme,Textile,2025-02-13,2025-02-15,2,831,4148.7,DB Schenker,1386.56,En transit,Aucun
LIV02842,Inter-entrepôts,E02,Lyon-Sud,E08,Nantes-Atlantique,P005,Lessive,Droguerie,2025-03-03,2025-03-06,3,305,1147.7,Geodis,472.04,En transit,Aucun
LIV02843,Entrepôt → Magasin,E01,Paris-Rungis,E06,Nice-Est,P009,TV 4K,Électronique,2025-06-24,2025-06-27,3,718,806.5,XPO Logistics,270.07,Livré,Aucun
LIV02844,Inter-entrepôts,E02,Lyon-Sud,E03,Marseille-Port,P004,Shampoing,Droguerie,2025-06-15,2025-06-18,3,1331,18932.3,XPO Logistics,5748.64,Livré,Erreur quantité
LIV02845,Entrepôt → Magasin,E04,Lille-Nord,E05,Toulouse-Ouest,P007,Jeans,Textile,2025-01-29,2025-01-31,2,1316,15928.2,DHL Supply Chain,3362.95,Livré,Aucun
LIV02846,Magasin → Magasin,E01,Paris-Rungis,E03,Marseille-Port,P002,Riz 1kg,Alimentaire,2025-08-11,2025-08-16,5,1326,9017.8,DHL Supply Chain,716.17,Livré,Retard transporteur
LIV02847,Entrepôt → Magasin,E01,Paris-Rungis,E04,Lille-Nord,P006,T-shirt homme,Textile,2025-10-30,2025-11-01,2,142,1261.5,FM Logistic,446.03,Retardé,Aucun
LIV02848,Entrepôt → Magasin,E07,Bordeaux-Centre,E01,Paris-Rungis,P006,T-shirt homme,Textile,2025-11-13,2025-11-14,1,392,4671.8,XPO Logistics,970.64,En transit,Aucun
LIV02849,Inter-entrepôts,E06,Nice-Est,E03,Marseille-Port,P006,T-shirt homme,Textile,2025-08-17,2025-08-20,3,229,2155.7,FM Logistic,384.58,Livré,Retard transporteur
LIV02850,Entrepôt → Magasin,E07,Bordeaux-Centre,E04,Lille-Nord,P001,Lait demi-écrémé,Alimentaire,2025-04-29,2025-05-03,4,487,2047.8,Geodis,472.42,En transit,Retard transporteur
LIV02851,Magasin → Magasin,E04,Lille-Nord,E01,Paris-Rungis,P004,Shampoing,Droguerie,2025-04-12,2025-04-14,2,783,2545.3,XPO Logistics,581.77,Livré,Aucun
LIV02852,Inter-entrepôts,E03,Marseille-Port,E07,Bordeaux-Centre,P007,Jeans,Textile,2025-05-12,2025-05-15,3,556,6823.7,DHL Supply Chain,1751.86,Livré,Erreur quantité
LIV02853,Entrepôt → Magasin,E06,Nice-Est,E02,Lyon-Sud,P009,TV 4K,Électronique,2025-07-29,2025-08-03,5,242,1238.9,Geodis,428.44,Livré,Aucun
LIV02854,Magasin → Magasin,E05,Toulouse-Ouest,E06,Nice-Est,P002,Riz 1kg,Alimentaire,2025-08-13,2025-08-18,5,1424,1038.2,XPO Logistics,289.61,Livré,Erreur quantité
LIV02855,Fournisseur → Entrepôt,E08,Nantes-Atlantique,E07,Bordeaux-Centre,P001,Lait demi-écrémé,Alimentaire,2025-07-21,2025-07-22,1,328,3454.6,FM Logistic,722.73,Livré,Casse
LIV02856,Magasin → Magasin,E02,Lyon-Sud,E04,Lille-Nord,P008,Smartphone,Électronique,2025-01-27,2025-01-31,4,1009,5484.8,Geodis,944.85,Retardé,Retard transporteur
LIV02857,Inter-entrepôts,E02,Lyon-Sud,E07,Bordeaux-Centre,P010,Casque audio,Électronique,2025-08-19,2025-08-24,5,922,12722.0,DB Schenker,3191.84,En transit,Aucun
LIV02858,Magasin → Magasin,E01,Paris-Rungis,E02,Lyon-Sud,P007,Jeans,Textile,2025-06-24,2025-06-28,4,152,362.2,Geodis,141.25,Livré,Aucun
LIV02859,Inter-entrepôts,E06,Nice-Est,E01,Paris-Rungis,P007,Jeans,Textile,2025-03-11,2025-03-16,5,1494,14276.8,DB Schenker,1615.31,En transit,Retard transporteur
LIV02860,Inter-entrepôts,E03,Marseille-Port,E08,Nantes-Atlantique,P009,TV 4K,Électronique,2025-12-06,2025-12-09,3,1032,4663.6,FM Logistic,1096.83,En transit,Aucun
LIV02861,Entrepôt → Magasin,E05,Toulouse-Ouest,E08,Nantes-Atlantique,P009,TV 4K,Électronique,2025-01-12,2025-01-15,3,555,6153.3,Geodis,798.65,Livré,Aucun
LIV02862,Inter-entrepôts,E08,Nantes-Atlantique,E07,Bordeaux-Centre,P003,Pâtes 500g,Alimentaire,2025-11-09,2025-11-10,1,924,1659.9,DB Schenker,218.1,Retardé,Aucun
LIV02863,Fournisseur → Entrepôt,E02,Lyon-Sud,E06,Nice-Est,P004,Shampoing,Droguerie,2025-07-20,2025-07-22,2,778,7440.4,DB Schenker,1902.73,En transit,Erreur quantité
LIV02864,Fournisseur → Entrepôt,E07,Bordeaux-Centre,E01,Paris-Rungis,P008,Smartphone,Électronique,2025-09-20,2025-09-21,1,1483,11581.3,FM Logistic,2671.43,Retardé,Aucun
LIV02865,Inter-entrepôts,E06,Nice-Est,E02,Lyon-Sud,P003,Pâtes 500g,Alimentaire,2025-03-27,2025-04-01,5,456,952.1,DB Schenker,346.95,En transit,Aucun
LIV02866,Fournisseur → Entrepôt,E08,Nantes-Atlantique,E07,Bordeaux-Centre,P010,Casque audio,Électronique,2025-12-21,2025-12-25,4,1300,14322.2,FM Logistic,3783.01,Livré,Aucun
LIV02867,Inter-entrepôts,E02,Lyon-Sud,E08,Nantes-Atlantique,P003,Pâtes 500g,Alimentaire,2025-01-09,2025-01-13,4,1363,1122.8,XPO Logistics,483.54,En transit,Aucun
LIV02868,Fournisseur → Entrepôt,E06,Nice-Est,E08,Nantes-Atlantique,P002,Riz 1kg,Alimentaire,2025-03-08,2025-03-13,5,1371,15696.5,XPO Logistics,1769.64,Livré,Aucun
LIV02869,Entrepôt → Magasin,E01,Paris-Rungis,E05,Toulouse-Ouest,P005,Lessive,Droguerie,2025-10-20,2025-10-21,1,548,7921.4,Geodis,1594.34,Livré,Aucun
LIV02870,Entrepôt → Magasin,E03,Marseille-Port,E01,Paris-Rungis,P002,Riz 1kg,Alimentaire,2025-09-30,2025-10-05,5,1005,1200.2,XPO Logistics,502.73,Livré,Aucun
LIV02871,Inter-entrepôts,E03,Marseille-Port,E08,Nantes-Atlantique,P005,Lessive,Droguerie,2025-01-29,2025-01-30,1,245,1432.7,Geodis,656.23,Livré,Aucun
LIV02872,Magasin → Magasin,E04,Lille-Nord,E02,Lyon-Sud,P009,TV 4K,Électronique,2025-02-23,2025-02-28,5,959,12736.1,Geodis,2840.0,Livré,Aucun
LIV02873,Entrepôt → Magasin,E07,Bordeaux-Centre,E04,Lille-Nord,P006,T-shirt homme,Textile,2025-11-26,2025-11-27,1,1369,7136.8,Geodis,1144.73,Livré,Retard transporteur
LIV02874,Entrepôt → Magasin,E03,Marseille-Port,E05,Toulouse-Ouest,P008,Smartphone,Électronique,2025-02-12,2025-02-16,4,150,1047.4,FM Logistic,423.31,Livré,Aucun
LIV02875,Fournisseur → Entrepôt,E05,Toulouse-Ouest,E02,Lyon-Sud,P002,Riz 1kg,Alimentaire,2025-12-24,2025-12-28,4,202,2543.8,XPO Logistics,668.15,Livré,Aucun
LIV02876,Entrepôt → Magasin,E06,Nice-Est,E05,Toulouse-Ouest,P003,Pâtes 500g,Alimentaire,2025-10-18,2025-10-20,2,115,1614.9,FM Logistic,654.59,Livré,Aucun
LIV02877,Fournisseur → Entrepôt,E07,Bordeaux-Centre,E08,Nantes-Atlantique,P009,TV 4K,Électronique,2025-11-16,2025-11-20,4,831,7935.2,DHL Supply Chain,1358.27,Livré,Aucun
LIV02878,Entrepôt → Magasin,E01,Paris-Rungis,E02,Lyon-Sud,P001,Lait demi-écrémé,Alimentaire,2025-10-21,2025-10-23,2,132,1845.1,DHL Supply Chain,567.85,Livré,Aucun
LIV02879,Fournisseur → Entrepôt,E06,Nice-Est,E07,Bordeaux-Centre,P008,Smartphone,Électronique,2025-03-01,2025-03-06,5,698,10318.1,XPO Logistics,1461.93,Livré,Aucun
LIV02880,Magasin → Magasin,E06,Nice-Est,E01,Paris-Rungis,P008,Smartphone,Électronique,2025-07-16,2025-07-20,4,1399,19119.7,DHL Supply Chain,4317.25,Livré,Aucun
LIV02881,Inter-entrepôts,E08,Nantes-Atlantique,E02,Lyon-Sud,P006,T-shirt homme,Textile,2025-10-29,2025-10-30,1,825,11676.3,DB Schenker,1812.31,Livré,Aucun
LIV02882,Entrepôt → Magasin,E01,Paris-Rungis,E02,Lyon-Sud,P010,Casque audio,Électronique,2025-11-03,2025-11-08,5,231,662.4,FM Logistic,357.54,Annulé,Retard transporteur
LIV02883,Magasin → Magasin,E02,Lyon-Sud,E03,Marseille-Port,P002,Riz 1kg,Alimentaire,2025-02-19,2025-02-20,1,399,5297.2,Geodis,1524.25,Livré,Aucun
LIV02884,Entrepôt → Magasin,E03,Marseille-Port,E01,Paris-Rungis,P005,Lessive,Droguerie,2025-06-24,2025-06-29,5,480,3752.3,DB Schenker,960.11,Retardé,Aucun
LIV02885,Fournisseur → Entrepôt,E04,Lille-Nord,E03,Marseille-Port,P005,Lessive,Droguerie,2025-07-20,2025-07-25,5,242,2277.8,Geodis,589.5,En transit,Aucun
LIV02886,Entrepôt → Magasin,E04,Lille-Nord,E08,Nantes-Atlantique,P008,Smartphone,Électronique,2025-04-30,2025-05-04,4,412,2943.2,Geodis,1080.73,Livré,Casse
LIV02887,Entrepôt → Magasin,E06,Nice-Est,E01,Paris-Rungis,P009,TV 4K,Électronique,2025-12-30,2025-12-31,1,942,7137.4,DHL Supply Chain,2026.24,En transit,Aucun
LIV02888,Entrepôt → Magasin,E05,Toulouse-Ouest,E07,Bordeaux-Centre,P005,Lessive,Droguerie,2025-07-23,2025-07-26,3,737,10649.6,XPO Logistics,1998.91,Livré,Retard transporteur
LIV02889,Magasin → Magasin,E07,Bordeaux-Centre,E05,Toulouse-Ouest,P010,Casque audio,Électronique,2025-12-27,2025-12-31,4,644,8223.6,FM Logistic,916.5,Retardé,Aucun
LIV02890,Entrepôt → Magasin,E03,Marseille-Port,E04,Lille-Nord,P006,T-shirt homme,Textile,2025-03-09,2025-03-14,5,210,2160.0,DB Schenker,539.81,En transit,Aucun
LIV02891,Magasin → Magasin,E05,Toulouse-Ouest,E01,Paris-Rungis,P002,Riz 1kg,Alimentaire,2025-12-08,2025-12-11,3,1139,11168.4,FM Logistic,2999.26,En transit,Aucun
LIV02892,Inter-entrepôts,E08,Nantes-Atlantique,E07,Bordeaux-Centre,P003,Pâtes 500g,Alimentaire,2025-07-04,2025-07-07,3,687,8767.6,XPO Logistics,991.73,En transit,Aucun
LIV02893,Fournisseur → Entrepôt,E01,Paris-Rungis,E08,Nantes-Atlantique,P003,Pâtes 500g,Alimentaire,2025-04-07,2025-04-08,1,1077,11953.4,FM Logistic,3530.38,Livré,Retard transporteur
LIV02894,Fournisseur → Entrepôt,E04,Lille-Nord,E06,Nice-Est,P008,Smartphone,Électronique,2025-02-23,2025-02-26,3,84,157.4,DB Schenker,285.15,Livré,Aucun
LIV02895,Inter-entrepôts,E01,Paris-Rungis,E02,Lyon-Sud,P010,Casque audio,Électronique,2025-06-04,2025-06-05,1,258,1753.1,FM Logistic,531.05,Livré,Casse
LIV02896,Inter-entrepôts,E04,Lille-Nord,E02,Lyon-Sud,P005,Lessive,Droguerie,2025-10-17,2025-10-20,3,208,404.3,Geodis,236.59,Livré,Aucun
LIV02897,Inter-entrepôts,E05,Toulouse-Ouest,E06,Nice-Est,P002,Riz 1kg,Alimentaire,2025-02-07,2025-02-11,4,1193,15490.1,DHL Supply Chain,1763.72,Livré,Aucun
LIV02898,Magasin → Magasin,E07,Bordeaux-Centre,E02,Lyon-Sud,P010,Casque audio,Électronique,2025-08-30,2025-09-02,3,807,5473.0,DHL Supply Chain,610.07,En transit,Aucun
LIV02899,Inter-entrepôts,E02,Lyon-Sud,E07,Bordeaux-Centre,P010,Casque audio,Électronique,2025-12-25,2025-12-27,2,1000,9174.5,DB Schenker,773.73,Livré,Aucun
LIV02900,Magasin → Magasin,E05,Toulouse-Ouest,E02,Lyon-Sud,P009,TV 4K,Électronique,2025-09-13,2025-09-15,2,626,3553.5,DHL Supply Chain,717.12,Livré,Aucun
LIV02901,Inter-entrepôts,E02,Lyon-Sud,E01,Paris-Rungis,P002,Riz 1kg,Alimentaire,2025-04-21,2025-04-24,3,600,6604.0,DB Schenker,818.36,Livré,Aucun
LIV02902,Fournisseur → Entrepôt,E04,Lille-Nord,E01,Paris-Rungis,P004,Shampoing,Droguerie,2025-03-25,2025-03-30,5,236,3100.5,XPO Logistics,591.12,Livré,Aucun
LIV02903,Inter-entrepôts,E03,Marseille-Port,E06,Nice-Est,P001,Lait demi-écrémé,Alimentaire,2025-12-29,2026-01-01,3,891,317.4,DB Schenker,180.15,Livré,Aucun
LIV02904,Entrepôt → Magasin,E08,Nantes-Atlantique,E02,Lyon-Sud,P005,Lessive,Droguerie,2025-09-28,2025-09-29,1,1475,2799.7,DHL Supply Chain,679.7,Livré,Aucun
LIV02905,Entrepôt → Magasin,E05,Toulouse-Ouest,E06,Nice-Est,P002,Riz 1kg,Alimentaire,2025-06-13,2025-06-15,2,1013,7029.7,Geodis,677.44,Retardé,Aucun
LIV02906,Magasin → Magasin,E04,Lille-Nord,E08,Nantes-Atlantique,P007,Jeans,Textile,2025-02-12,2025-02-14,2,393,323.0,XPO Logistics,288.36,Livré,Aucun
LIV02907,Inter-entrepôts,E04,Lille-Nord,E05,Toulouse-Ouest,P003,Pâtes 500g,Alimentaire,2025-11-26,2025-12-01,5,205,1996.8,FM Logistic,739.66,En transit,Aucun
LIV02908,Entrepôt → Magasin,E02,Lyon-Sud,E08,Nantes-Atlantique,P002,Riz 1kg,Alimentaire,2025-04-19,2025-04-20,1,982,3600.4,DHL Supply Chain,631.0,En transit,Aucun
LIV02909,Magasin → Magasin,E02,Lyon-Sud,E06,Nice-Est,P008,Smartphone,Électronique,2025-10-29,2025-11-02,4,1226,8267.4,DB Schenker,645.64,Livré,Aucun
LIV02910,Entrepôt → Magasin,E07,Bordeaux-Centre,E08,Nantes-Atlantique,P009,TV 4K,Électronique,2025-03-30,2025-04-03,4,1369,14287.5,Geodis,2848.4,Livré,Casse
LIV02911,Inter-entrepôts,E08,Nantes-Atlantique,E01,Paris-Rungis,P003,Pâtes 500g,Alimentaire,2025-02-13,2025-02-16,3,262,3055.6,DHL Supply Chain,1036.63,Retardé,Aucun
LIV02912,Inter-entrepôts,E08,Nantes-Atlantique,E02,Lyon-Sud,P002,Riz 1kg,Alimentaire,2025-08-08,2025-08-12,4,426,5335.2,DHL Supply Chain,1757.32,Livré,Aucun
LIV02913,Magasin → Magasin,E07,Bordeaux-Centre,E06,Nice-Est,P002,Riz 1kg,Alimentaire,2025-08-18,2025-08-23,5,582,254.5,Geodis,168.97,Annulé,Aucun
LIV02914,Magasin → Magasin,E02,Lyon-Sud,E03,Marseille-Port,P007,Jeans,Textile,2025-09-20,2025-09-24,4,519,3740.8,FM Logistic,403.09,Livré,Erreur quantité
LIV02915,Magasin → Magasin,E08,Nantes-Atlantique,E01,Paris-Rungis,P006,T-shirt homme,Textile,2025-09-27,2025-10-02,5,267,3060.5,XPO Logistics,1138.38,Livré,Aucun
LIV02916,Fournisseur → Entrepôt,E04,Lille-Nord,E02,Lyon-Sud,P010,Casque audio,Électronique,2025-12-17,2025-12-22,5,167,1500.6,DB Schenker,624.31,Livré,Aucun
LIV02917,Inter-entrepôts,E02,Lyon-Sud,E04,Lille-Nord,P002,Riz 1kg,Alimentaire,2025-02-11,2025-02-13,2,1458,17712.0,FM Logistic,1232.01,Livré,Aucun
LIV02918,Inter-entrepôts,E08,Nantes-Atlantique,E04,Lille-Nord,P006,T-shirt homme,Textile,2025-07-13,2025-07-16,3,401,3697.8,DHL Supply Chain,1147.53,Retardé,Aucun
LIV02919,Inter-entrepôts,E03,Marseille-Port,E05,Toulouse-Ouest,P005,Lessive,Droguerie,2025-03-24,2025-03-28,4,1362,8719.6,XPO Logistics,1520.25,Livré,Casse
LIV02920,Fournisseur → Entrepôt,E03,Marseille-Port,E05,Toulouse-Ouest,P010,Casque audio,Électronique,2025-12-12,2025-12-15,3,500,2227.4,DHL Supply Chain,831.42,Livré,Retard transporteur
LIV02921,Inter-entrepôts,E08,Nantes-Atlantique,E04,Lille-Nord,P007,Jeans,Textile,2025-05-13,2025-05-17,4,1092,11784.5,DB Schenker,2823.54,Livré,Aucun
LIV02922,Entrepôt → Magasin,E04,Lille-Nord,E01,Paris-Rungis,P001,Lait demi-écrémé,Alimentaire,2025-07-25,2025-07-29,4,815,11165.7,FM Logistic,770.48,Livré,Aucun
LIV02923,Fournisseur → Entrepôt,E06,Nice-Est,E01,Paris-Rungis,P004,Shampoing,Droguerie,2025-07-01,2025-07-05,4,23,210.1,FM Logistic,227.55,En transit,Aucun
LIV02924,Entrepôt → Magasin,E01,Paris-Rungis,E05,Toulouse-Ouest,P006,T-shirt homme,Textile,2025-10-31,2025-11-03,3,1416,451.2,DHL Supply Chain,195.39,Livré,Aucun
LIV02925,Inter-entrepôts,E04,Lille-Nord,E05,Toulouse-Ouest,P006,T-shirt homme,Textile,2025-01-12,2025-01-15,3,1303,6020.5,DHL Supply Chain,629.07,Livré,Erreur quantité
LIV02926,Fournisseur → Entrepôt,E07,Bordeaux-Centre,E06,Nice-Est,P003,Pâtes 500g,Alimentaire,2025-05-26,2025-05-27,1,779,10550.9,DB Schenker,2178.26,En transit,Aucun
LIV02927,Fournisseur → Entrepôt,E08,Nantes-Atlantique,E07,Bordeaux-Centre,P001,Lait demi-écrémé,Alimentaire,2025-03-15,2025-03-17,2,47,339.6,Geodis,145.02,Livré,Aucun
LIV02928,Magasin → Magasin,E08,Nantes-Atlantique,E03,Marseille-Port,P002,Riz 1kg,Alimentaire,2025-07-10,2025-07-15,5,798,6048.1,DHL Supply Chain,866.33,Livré,Aucun
LIV02929,Fournisseur → Entrepôt,E02,Lyon-Sud,E04,Lille-Nord,P006,T-shirt homme,Textile,2025-01-09,2025-01-13,4,689,5188.5,FM Logistic,923.99,Livré,Aucun
LIV02930,Inter-entrepôts,E02,Lyon-Sud,E04,Lille-Nord,P009,TV 4K,Électronique,2025-03-03,2025-03-08,5,817,3975.1,XPO Logistics,1270.53,Livré,Aucun
LIV02931,Magasin → Magasin,E06,Nice-Est,E03,Marseille-Port,P006,T-shirt homme,Textile,2025-02-10,2025-02-15,5,162,1745.0,XPO Logistics,518.12,Livré,Aucun
LIV02932,Magasin → Magasin,E06,Nice-Est,E07,Bordeaux-Centre,P007,Jeans,Textile,2025-09-10,2025-09-15,5,1277,3327.6,Geodis,604.29,En transit,Casse
LIV02933,Magasin → Magasin,E02,Lyon-Sud,E08,Nantes-Atlantique,P005,Lessive,Droguerie,2025-09-25,2025-09-26,1,1110,10292.0,DHL Supply Chain,3090.54,Livré,Casse
LIV02934,Entrepôt → Magasin,E05,Toulouse-Ouest,E04,Lille-Nord,P010,Casque audio,Électronique,2025-03-19,2025-03-20,1,1427,2042.2,DB Schenker,654.12,Livré,Aucun
LIV02935,Magasin → Magasin,E05,Toulouse-Ouest,E01,Paris-Rungis,P003,Pâtes 500g,Alimentaire,2025-03-30,2025-04-04,5,979,6462.7,Geodis,454.92,Livré,Aucun
LIV02936,Magasin → Magasin,E05,Toulouse-Ouest,E07,Bordeaux-Centre,P002,Riz 1kg,Alimentaire,2025-04-27,2025-05-02,5,116,467.8,FM Logistic,263.4,Livré,Aucun
LIV02937,Inter-entrepôts,E06,Nice-Est,E07,Bordeaux-Centre,P006,T-shirt homme,Textile,2025-11-21,2025-11-25,4,216,959.2,XPO Logistics,356.59,Retardé,Aucun
LIV02938,Entrepôt → Magasin,E03,Marseille-Port,E04,Lille-Nord,P010,Casque audio,Électronique,2025-06-21,2025-06-23,2,696,2402.7,DHL Supply Chain,496.54,Livré,Retard transporteur
LIV02939,Magasin → Magasin,E03,Marseille-Port,E07,Bordeaux-Centre,P001,Lait demi-écrémé,Alimentaire,2025-08-06,2025-08-11,5,678,4110.6,FM Logistic,1288.65,Livré,Retard transporteur
LIV02940,Entrepôt → Magasin,E03,Marseille-Port,E06,Nice-Est,P009,TV 4K,Électronique,2025-06-19,2025-06-22,3,150,199.1,Geodis,93.55,Livré,Aucun
LIV02941,Inter-entrepôts,E07,Bordeaux-Centre,E01,Paris-Rungis,P006,T-shirt homme,Textile,2025-07-09,2025-07-12,3,1485,3747.9,DB Schenker,1331.31,Livré,Aucun
LIV02942,Entrepôt → Magasin,E01,Paris-Rungis,E04,Lille-Nord,P006,T-shirt homme,Textile,2025-03-11,2025-03-16,5,1107,8008.3,FM Logistic,1139.43,Retardé,Aucun
LIV02943,Entrepôt → Magasin,E05,Toulouse-Ouest,E06,Nice-Est,P006,T-shirt homme,Textile,2025-03-21,2025-03-25,4,66,345.2,DB Schenker,385.33,Livré,Erreur quantité
LIV02944,Magasin → Magasin,E05,Toulouse-Ouest,E01,Paris-Rungis,P004,Shampoing,Droguerie,2025-09-06,2025-09-08,2,1155,2169.2,DHL Supply Chain,279.89,Livré,Aucun
LIV02945,Inter-entrepôts,E07,Bordeaux-Centre,E04,Lille-Nord,P009,TV 4K,Électronique,2025-01-17,2025-01-19,2,1255,6236.2,FM Logistic,915.68,En transit,Erreur quantité
LIV02946,Magasin → Magasin,E06,Nice-Est,E08,Nantes-Atlantique,P003,Pâtes 500g,Alimentaire,2025-07-30,2025-08-02,3,1011,868.5,XPO Logistics,208.38,Livré,Aucun
LIV02947,Inter-entrepôts,E01,Paris-Rungis,E07,Bordeaux-Centre,P009,TV 4K,Électronique,2025-02-15,2025-02-16,1,882,827.2,FM Logistic,505.94,Livré,Aucun
LIV02948,Fournisseur → Entrepôt,E07,Bordeaux-Centre,E01,Paris-Rungis,P004,Shampoing,Droguerie,2025-07-15,2025-07-16,1,674,8058.5,FM Logistic,662.03,Livré,Aucun
LIV02949,Inter-entrepôts,E02,Lyon-Sud,E08,Nantes-Atlantique,P003,Pâtes 500g,Alimentaire,2025-01-05,2025-01-10,5,868,12108.3,DHL Supply Chain,3650.95,Livré,Aucun
LIV02950,Magasin → Magasin,E06,Nice-Est,E04,Lille-Nord,P002,Riz 1kg,Alimentaire,2025-07-05,2025-07-08,3,686,4095.6,DB Schenker,1320.32,Livré,Aucun
LIV02951,Magasin → Magasin,E02,Lyon-Sud,E07,Bordeaux-Centre,P005,Lessive,Droguerie,2025-06-22,2025-06-26,4,1054,12638.3,FM Logistic,2813.72,Annulé,Aucun
LIV02952,Fournisseur → Entrepôt,E02,Lyon-Sud,E06,Nice-Est,P009,TV 4K,Électronique,2025-01-15,2025-01-20,5,650,5894.5,XPO Logistics,1498.77,Livré,Retard transporteur
LIV02953,Magasin → Magasin,E07,Bordeaux-Centre,E08,Nantes-Atlantique,P003,Pâtes 500g,Alimentaire,2025-12-22,2025-12-25,3,209,230.9,Geodis,280.33,Livré,Aucun
LIV02954,Inter-entrepôts,E04,Lille-Nord,E01,Paris-Rungis,P003,Pâtes 500g,Alimentaire,2025-05-22,2025-05-26,4,1001,13908.6,DHL Supply Chain,2358.13,Livré,Aucun
LIV02955,Entrepôt → Magasin,E07,Bordeaux-Centre,E03,Marseille-Port,P002,Riz 1kg,Alimentaire,2025-01-29,2025-02-03,5,119,1756.3,FM Logistic,648.22,Livré,Aucun
LIV02956,Magasin → Magasin,E08,Nantes-Atlantique,E02,Lyon-Sud,P003,Pâtes 500g,Alimentaire,2025-05-26,2025-05-31,5,703,3841.1,XPO Logistics,727.64,Livré,Aucun
LIV02957,Fournisseur → Entrepôt,E02,Lyon-Sud,E05,Toulouse-Ouest,P002,Riz 1kg,Alimentaire,2025-12-06,2025-12-07,1,118,440.0,DB Schenker,226.62,Livré,Aucun
LIV02958,Inter-entrepôts,E04,Lille-Nord,E07,Bordeaux-Centre,P005,Lessive,Droguerie,2025-10-31,2025-11-03,3,510,4844.7,FM Logistic,730.38,Livré,Aucun
LIV02959,Fournisseur → Entrepôt,E04,Lille-Nord,E06,Nice-Est,P010,Casque audio,Électronique,2025-12-19,2025-12-21,2,1048,6460.9,XPO Logistics,937.91,Livré,Casse
LIV02960,Fournisseur → Entrepôt,E02,Lyon-Sud,E01,Paris-Rungis,P006,T-shirt homme,Textile,2025-03-12,2025-03-15,3,867,3688.7,DB Schenker,427.73,Retardé,Aucun
LIV02961,Inter-entrepôts,E04,Lille-Nord,E08,Nantes-Atlantique,P001,Lait demi-écrémé,Alimentaire,2025-06-26,2025-06-29,3,134,1519.9,DHL Supply Chain,385.96,Livré,Aucun
LIV02962,Inter-entrepôts,E08,Nantes-Atlantique,E02,Lyon-Sud,P006,T-shirt homme,Textile,2025-07-28,2025-07-30,2,1289,5080.5,DB Schenker,585.19,Livré,Aucun
LIV02963,Entrepôt → Magasin,E02,Lyon-Sud,E05,Toulouse-Ouest,P008,Smartphone,Électronique,2025-03-02,2025-03-05,3,730,7769.2,DB Schenker,1394.44,Livré,Aucun
LIV02964,Inter-entrepôts,E02,Lyon-Sud,E01,Paris-Rungis,P006,T-shirt homme,Textile,2025-03-09,2025-03-10,1,1432,17110.6,XPO Logistics,3544.22,En transit,Aucun
LIV02965,Magasin → Magasin,E01,Paris-Rungis,E06,Nice-Est,P010,Casque audio,Électronique,2025-09-11,2025-09-12,1,972,3009.0,XPO Logistics,757.23,Livré,Aucun
LIV02966,Magasin → Magasin,E07,Bordeaux-Centre,E02,Lyon-Sud,P006,T-shirt homme,Textile,2025-11-01,2025-11-04,3,215,509.2,DHL Supply Chain,275.69,En transit,Aucun
LIV02967,Fournisseur → Entrepôt,E06,Nice-Est,E02,Lyon-Sud,P008,Smartphone,Électronique,2025-09-08,2025-09-09,1,1254,7664.8,DB Schenker,2375.12,Livré,Aucun
LIV02968,Entrepôt → Magasin,E07,Bordeaux-Centre,E01,Paris-Rungis,P004,Shampoing,Droguerie,2025-02-26,2025-02-28,2,140,1638.8,Geodis,616.07,Livré,Aucun
LIV02969,Fournisseur → Entrepôt,E06,Nice-Est,E08,Nantes-Atlantique,P005,Lessive,Droguerie,2025-01-30,2025-02-01,2,292,2134.4,DB Schenker,387.42,Livré,Aucun
LIV02970,Fournisseur → Entrepôt,E03,Marseille-Port,E08,Nantes-Atlantique,P003,Pâtes 500g,Alimentaire,2025-09-13,2025-09-14,1,1287,3853.6,DB Schenker,967.22,Livré,Aucun
LIV02971,Magasin → Magasin,E03,Marseille-Port,E06,Nice-Est,P008,Smartphone,Électronique,2025-09-18,2025-09-20,2,278,2688.9,FM Logistic,861.27,Livré,Aucun
LIV02972,Entrepôt → Magasin,E07,Bordeaux-Centre,E04,Lille-Nord,P001,Lait demi-écrémé,Alimentaire,2025-05-18,2025-05-19,1,1419,18536.0,XPO Logistics,4716.37,Livré,Aucun
LIV02973,Magasin → Magasin,E08,Nantes-Atlantique,E01,Paris-Rungis,P002,Riz 1kg,Alimentaire,2025-08-29,2025-08-31,2,165,2355.8,DHL Supply Chain,709.84,Livré,Aucun
LIV02974,Fournisseur → Entrepôt,E05,Toulouse-Ouest,E08,Nantes-Atlantique,P001,Lait demi-écrémé,Alimentaire,2025-02-01,2025-02-02,1,660,2658.0,XPO Logistics,994.66,Retardé,Aucun
LIV02975,Inter-entrepôts,E07,Bordeaux-Centre,E03,Marseille-Port,P010,Casque audio,Électronique,2025-04-06,2025-04-08,2,328,2230.8,Geodis,404.26,Livré,Aucun
